date,SWC_1_2_1,ebr,LE_PI_F,vp,ETrF_filtered,ETrF,LW_OUT,rso,input_G,SW_IN,SW_OUT,LW_IN,flux,WD,SWC_1_1_1,flux_corr,theta_mean,H_PI_F,energy,WS,ebc_cf,ebr_corr,NETRAD,T_SONIC,ebr_5day_clim,VPD_PI,H_corr,LE_corr,LE_subday_gaps,ET_fill,G_subday_gaps,ET_gap,H_subday_gaps,ET_corr,gridMET_prcp,ET,Rn_subday_gaps,ET_fill_val,gridMET_ETr
2015-12-31,32.472355174731184,1.0442373811838908,21.210110708333332,1.5696060341126936,0.4887017610711669,0.5811480037663717,344.931802298387,129.33954326551878,-4.1657332681451615,85.34724406048386,11.255107536290327,296.0761901875,30.70293656989247,200.8460565131944,24.219058131720427,33.65382514754124,28.34570665322581,9.492825861559137,29.402257688844077,2.715612167361111,1.0963409748871717,1.1446000339052296,25.236524420698927,20.90651603680556,0.9035190462858121,0.2789912067876344,10.60018112065278,23.05364402688846,0.0,22.461366311250885,0.0,0.0,0.0,25.199452468593535,52.700000499999994,23.184411750592872,0.0,,46.100000720000004
2016-01-31,,,22.28969387298387,,0.6549168413196562,0.74646076219153,,142.7527333010115,,,,,26.703801248655918,,,32.778395018805654,,4.414107375672043,,,1.2284427972029601,,,,0.8531126268053332,,5.407745299079067,27.370649719726583,0.0,26.918772391576123,146.0,0.0,0.0,29.897044105572316,128.80000104,24.346978994254687,145.0,,42.00000038000001
2016-02-29,,,42.189844096264366,,0.6612681213781064,0.6514738037187159,,186.80828054437183,,,,,55.151766745689656,219.37010270330467,,62.43772903764101,,12.961922649425288,,2.036403682471265,1.1366567775849392,,,21.393421872844826,0.8433672450891604,,14.773120960095673,47.6646080775453,0.0,50.93095361297782,451.0,0.0,0.0,48.74767773614616,18.3,43.14918882883379,450.0,,79.20000130000003
2016-03-31,,,62.39301249327958,,0.6894227342965774,0.7025503589833295,,247.9609932228078,,,,,75.26351051142473,228.2018181606183,,84.28772158121019,,12.87049801814516,,3.1433281525537633,1.1273151953130525,,,22.55385677016129,0.8431575279207978,,14.480917220439784,69.80680436077041,0.0,75.76805849012298,383.0,0.0,0.0,76.36298692441746,108.000004,68.25286699095462,72.0,,108.5000015
2016-04-30,,0.8600911466348435,90.72163432916668,1.3872797047895378,0.6690552480951499,0.7015524511506721,390.0023385875,306.85720445475766,6.847930391666668,271.7875823090277,61.90847221527777,308.29489902430555,104.34947475694445,255.02390698132183,,120.23356657452995,,13.627840427777778,121.3237401236111,3.5339418045977014,1.1540737941692398,0.9910143427166815,128.17167051527778,23.55651001508621,0.8234294992499608,0.8018602265086208,15.406662731794222,104.82690384273573,0.0,109.97627999708627,1.0,0.0,0.0,111.10078652511521,33.1,96.1505353000765,0.0,,167.40000220000002
2016-05-31,,0.8112000894860449,120.36090768615588,1.5017180685058371,0.734447413831778,0.745280246814322,401.90480798749996,346.56987249532034,6.580148693055555,304.7386325902778,67.40976851736112,325.0983649208334,124.87798505981182,259.04927708736557,,155.03234774700098,,4.517077373655915,152.87043253304597,3.673487450940859,1.2390598601956364,1.0070810664134557,160.52242098611114,25.233373716397853,0.8315535326210108,0.9331507406944443,5.6294338028085855,149.40291394419242,0.0,162.01248034938536,5.0,0.0,0.0,163.97852525249044,8.0000001,132.10446369019888,3.0,,224.3000019
2016-06-30,14.451313541666666,0.9104405022334339,110.30396567152776,1.4331804042329874,0.42525615885592044,0.4167137040545796,431.6164882590279,361.71712288082347,13.098543022222222,358.02565944037366,79.68337962847222,323.4431332659722,141.42606762430557,252.93764246805554,19.74663715277778,157.36807459988248,17.098975347222222,31.122101952777772,155.3174541185345,4.079234514583334,1.114830135050732,1.0130683210030955,168.43660990014368,28.427212790277775,0.8633367995652197,1.6086460458333334,34.89125249576152,122.47682210412094,0.0,134.12888433337568,0.0,0.0,0.0,130.51130928135828,0.0,117.53870891147062,1.0,,310.900004
2016-07-31,13.624934722222225,,106.66924998857526,1.5087088952155734,0.34457296652522346,0.3446346691999957,,351.80436659602617,11.852682095833329,,,,141.09671087432795,259.0237010236111,17.67511944444444,146.2757708711327,15.65002708333333,34.42746088575269,,3.8076281791666657,1.035938658113954,,,28.44551515486112,0.8832928331069533,1.5539506513440862,34.89737209645488,111.37839877467789,0.0,122.47883465410003,1.0,0.0,0.0,122.59023765970691,0.0,117.40632319788791,29.0,,350.40000799999996
2016-08-31,12.667575940860216,,85.46632336155913,1.5540241299910524,0.34459294087208175,0.3448687362832875,,317.05786335197615,7.622417967069891,,,,114.89766478965058,260.0297838201389,16.01730880376344,121.53179596973351,14.34244237231183,29.431341428091397,,4.302634220833332,1.0600548704742472,,,27.349820660416672,0.905157722217263,1.264155687903226,29.52751788134896,92.00427808838454,0.0,100.90666377873931,0.0,0.0,0.0,101.10042723056203,0.0,93.92013741774099,581.0,,299.10000229999997
2016-09-30,12.270639930555554,,84.94851914236112,1.4309433544940757,0.4347486978813112,0.4326900274074978,,262.46281136596934,1.9071239562499993,,,,88.32764527291666,238.6810871652778,15.810409374999999,101.752435047049,14.040524652777778,3.3791261305555556,,2.944939556944445,1.153086696293647,,,26.503332338888885,0.8672961756494374,1.2542537013194448,3.981136359888335,97.77129868716067,0.0,105.27255568675659,0.0,0.0,0.0,103.9394930067166,0.0,90.30755395389295,1202.0,,241.9000016
2016-10-31,15.460120486111112,,46.73178711626343,,0.5161919508188482,0.5176095716495729,,200.2160671604194,-2.8639328055555553,,,,50.967392246639776,214.26006158958324,25.664293402777783,58.3706718521252,20.56220694444444,4.235605130376343,,2.2774726479166674,1.1412065999911303,,,24.292876631250003,0.8766493012920145,,4.900330673162868,53.470341178962315,0.0,59.32913142976479,8.0,0.0,0.0,58.59534150963989,105.400001,51.211171795674474,1164.0,,124.90000090000002
2016-11-30,15.661145486111106,,34.49550126041667,,0.680625521725527,0.705167518701741,,150.21924530307945,-7.336197100446428,,,,33.76664726041666,204.2928521975575,33.37126770833333,38.71160395580003,24.51620659722223,-0.7288539999999999,,1.7205128958333333,1.1492829711930168,,,22.58236602011494,0.8702234893140864,,-0.8533668698104895,39.564970825610516,0.0,41.0676953066348,9.0,0.0,0.0,41.90820643275111,31.0000003,36.53898753326071,1440.0,,62.000000699999994
2016-12-31,,,21.304535544354838,,0.5214402162769515,0.6008758685479727,,129.1978671526996,,,,,27.29304437365591,,,30.116676249314352,,5.988508829301075,,,1.1045839031768756,,,,0.9057172892327898,,6.380031403633199,23.736644845681152,0.0,24.214714547201574,232.0,0.0,0.0,25.89850768641537,66.60000013999999,23.244494594607552,1488.0,,45.60000033999999
2017-01-31,,,25.675869157930105,,0.7354321492365907,0.9254418336584797,,142.7527333010115,,,,,27.97140920497312,,,36.28065886298116,,2.2955400470430107,,,1.3027960387494046,,,,0.8531126268053332,,2.921785482580901,33.35887338040026,0.0,32.7325383487923,286.0,0.0,0.0,36.386897142081274,213.00000210000002,28.006102780851567,519.0,,45.10000078
2017-02-28,,,42.9580707313988,,0.6730091001342,1.2924580061700648,,185.83258910775172,,,,,40.19525904241071,,,47.80745834295577,,-2.7628116889880965,,,1.216469731819102,,,,0.8421267981146511,,-3.9251365069492903,51.73259484990506,0.0,37.77511121349046,118.0,0.0,0.0,51.08815220008568,167.70001000000002,42.41990378918333,117.0,,58.500000539999995
2017-03-31,26.02151680107527,,65.24136904569892,,0.6894955978582168,0.722962963822693,,245.86478303629303,2.8611221182795696,201.47121909698276,39.225047892241385,,67.24989930846775,242.8112118158602,47.17437264784946,79.22227850229767,36.59794472446237,2.0085302627688186,,2.8677828024193546,1.1769925353120656,,,22.714323993951606,0.8454174973703359,,1.9457257878618217,77.27655271443585,0.0,81.49331450557804,0.0,0.0,0.0,84.58111872857313,44.0000001,71.4066703181589,1363.0,,115.70000139999999
2017-04-30,22.87016736111111,,90.09751747222222,,0.8459680042594793,0.8991861094100713,,305.17183807170056,-0.6344588861111116,238.40434068124998,56.638194434027795,,86.96343265763888,242.35256374583335,44.04370451388888,116.35410779703494,33.4569359375,-3.134084814583333,,3.2039797902777774,1.3353975866352272,,,22.733950990277783,0.8228397776678028,,-4.492152660459113,120.84626045749403,0.0,121.3888641310502,0.0,0.0,0.0,128.01167650327145,53.0,95.43793461040582,461.0,,141.8000005
2017-05-31,20.48079905913978,0.8032838499007672,115.84525517137097,1.4707079191101746,0.7355234197631689,0.7334645716864362,404.01586888680566,345.6489929647082,4.714329560483871,329.26908811319447,75.10582435887098,312.7000659604167,127.13266463508064,255.3589707715054,30.652258064516126,157.03546248445343,25.56652856182795,11.287409463709675,158.05330125486105,3.9747934838709678,1.2364037747825447,0.9922237627720693,162.9805073888889,24.995695470430107,0.8310496085357117,0.9405216557795699,11.595265577669377,145.4401969067841,0.0,160.08669309377004,0.0,0.0,0.0,159.59183301984157,1.9000001000000002,127.11225528753934,1.0,,216.7000022
2017-06-30,18.19231423611111,0.8807008173245536,99.52034126388888,1.707899527470502,0.44683934000130154,0.44626040349760426,436.96553218055556,361.62094753520836,13.502578431249999,346.8435859243056,78.61888889236111,334.4028710395833,134.00695852152776,249.20124659226192,25.957645833333334,153.00477937511877,22.074980034722227,34.48661725763888,152.1594574291667,4.5147895230654775,1.1416312024811726,1.005555500527107,165.66203586041672,28.45523058556547,0.8626434201887005,1.3577284380555557,38.67838713977763,114.32639223534119,0.0,123.63944347003465,0.0,0.0,0.0,121.80522219664849,5.0,106.02880442918756,0.0,,275.30000359999997
2017-07-31,16.362212029569893,0.9335535060043374,95.11573706182796,1.6168342743096256,0.31711218034172267,0.317478884273083,454.84003319892463,352.51663784356396,10.74603094422043,353.429788907258,83.32939067809141,334.3350615006721,129.6233400577957,251.5975649663979,22.379426411290318,138.74369322086852,19.370819220430107,34.507602995967744,138.84939558803765,3.645020988575268,1.0696547511288856,0.9992387264869149,149.59542653225805,30.297580577284943,0.8813505282360218,1.7382763848118274,36.710631537463335,102.03306168340524,0.0,112.74305535270099,0.0,0.0,0.0,112.52598774629583,0.0,104.8968660546932,0.0,,353.50000399999993
2017-08-31,15.335523185483869,0.9388605154415505,69.18988739180108,1.8643746522168734,0.2728568214177597,0.2745117451101838,449.6770399603494,318.54547482458855,9.156159513440862,301.8655873723118,73.86079749260753,344.2056303669354,106.44539591330647,251.97932106465515,20.659216397849466,113.33877480160699,17.997369791666664,37.25550852150537,113.37722075067205,4.158657676005747,1.064603104595854,0.9996609023504847,122.53338026411294,29.809803849137936,0.9064687465588687,1.3907280355510752,39.97162781973854,73.3671469818684,0.0,80.84511213591568,0.0,0.0,0.0,80.81603638172965,0.0,76.21709932387631,0.0,,297.50000630000005
2017-09-30,14.667520833333336,0.9014575947333927,53.349355186111104,,0.27021223457876625,0.27041508967582,433.68657112708325,264.47297011171617,5.3429931930555545,239.63225183472224,55.69384259861111,337.90754463888885,74.6554633388889,,20.10489511494253,83.00917083918287,17.386207974137932,21.306108152777774,82.81638956180554,,1.1154672528138225,1.0023278155253728,88.1593827548611,,0.8680866743990434,1.2924339102777778,23.902402386369058,59.10676845281379,0.0,63.52954771687421,0.0,0.0,0.0,62.87661307686202,0.0,56.75218474030399,0.0,,235.1000035
2017-10-31,12.910740255376343,0.7936081832576778,40.65012782258064,1.2858252999890167,0.3328629719178621,0.3362145858845673,391.09479075,202.1735930909338,-0.32964770766129015,192.1584730873656,43.04027779166667,301.71924309408615,47.67386516733871,234.2560895759409,19.383360551075263,59.82818049370387,16.147050403225805,7.023737344758065,60.07229533803764,2.456200588709677,1.2559039602436235,0.9959363156849577,59.74264763037635,24.51412320967742,0.8753837199382899,1.0425585100134407,8.857192253659852,50.97098824004401,0.0,57.611621261578165,0.0,0.0,0.0,55.882360174948545,5.0,44.56715850555617,0.0,,184.7000024
2017-11-30,12.479128124999999,0.7279274302396933,23.874627484027776,,0.574017608757084,0.6336461341255435,368.29793833125007,151.46434941504066,-4.761963365972222,100.78483162638888,17.364722215972222,321.1749049840277,29.888001061805554,209.08485947844827,24.533588888888893,40.14396185851819,18.506358506944444,6.0133735777777755,41.059039431944456,1.7568601135057473,1.338076607722577,0.9777131275819787,36.29707606597222,23.24753891235632,0.8717778517994483,,8.146733267495266,31.997228591022925,0.0,32.31260428100348,0.0,0.0,0.0,33.891479112330444,46.4,25.28798590003613,0.0,,57.1000008
