date,theta_mean,H_PI_F,SWC_1_2_1,WS,NETRAD,LE_PI_F,vp,T_SONIC,LW_OUT,input_G,SW_IN,VPD_PI,SW_OUT,LW_IN,WD,SWC_1_1_1,G_subday_gaps,H_subday_gaps,Rn_subday_gaps,LE_subday_gaps,rso,flux,energy,flux_corr,ebr_5day_clim,H_corr,ebc_cf,ebr_corr,LE_corr,ebr,ET,ET_corr,gridMET_ETr,gridMET_prcp,ETrF,ETrF_filtered,ET_fill,ET_gap,ET_fill_val
2013-03-12,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,237.46384190026282,,,,0.8490504581989753,,1.1777863027377928,0.8490504581989753,,,,,4.0,0.0,,,,False,
2013-03-13,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,239.60026584515663,,,,0.8494599251683149,,1.1772185719083292,0.8494599251683149,,,,,3.5,0.0,,,,False,
2013-03-14,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,241.73562111513425,,,,0.8498019276840357,,1.1767448006681969,0.8498019276840357,,,,,4.2000003,0.0,,,,False,
2013-03-15,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,243.86910140073195,,,,0.8496011602702218,,1.177022874688569,0.8496011602702218,,,,,4.8,0.0,,,,False,
2013-03-16,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,245.9999067638394,,,,0.8493650747894347,,1.1773500343746877,0.8493650747894347,,,,,5.1,0.0,,,,False,
2013-03-17,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,248.12724427146853,,,,0.8487953814407301,,1.1781402465958497,0.8487953814407301,,,,,5.4,0.0,,,,False,
2013-03-18,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,250.25032861586715,,,,0.8478104569658953,,1.1795089241748133,0.8478104569658953,,,,,4.3,0.0,,,,False,
2013-03-19,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,252.36838271975742,,,,0.8462930630496642,,1.181623770371512,0.8462930630496642,,,,,3.9,2.7,,,,False,
2013-03-20,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,254.4806383255175,,,,0.8449201508041735,,1.1835437929231838,0.8449201508041735,,,,,2.4,9.0,,,,False,
2013-03-21,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,256.5863365671698,,,,0.8430596785619571,,1.1861556487978915,0.8430596785619571,,,,,3.8,0.0,,,,False,
2013-03-22,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,258.6847285240826,,,,0.8416486533475087,,1.188144240500685,0.8416486533475087,,,,,5.4,0.0,,,,False,
2013-03-23,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,260.77507575534173,,,,0.8391158896295052,,1.1917305015419621,0.8391158896295052,,,,,5.1,0.0,,,,False,
2013-03-24,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,262.8566508137989,,,,0.8358434452126826,,1.1963962937408061,0.8358434452126826,,,,,4.8,0.0,,,,False,
2013-03-25,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,264.92873773886,,,,0.8323338932403446,,1.2014409218720115,0.8323338932403446,,,,,4.8,0.0,,,,False,
2013-03-26,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,266.9906325271282,,,,0.8283344054421314,,1.2072418982358222,0.8283344054421314,,,,,3.4,0.0,,,,False,
2013-03-27,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,269.0416435800827,,,,0.8244150450831168,,1.2129812598206293,0.8244150450831168,,,,,3.4,0.0,,,,False,
2013-03-28,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,271.0810921280275,,,,0.8208244585464609,,1.2182872837035439,0.8208244585464609,,,,,3.7,0.4,,,,False,
2013-03-29,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,273.10831262961347,,,,0.8173688193809233,,1.2234379098989876,0.8173688193809233,,,,,4.0,0.0,,,,False,
2013-03-30,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,275.1226531462983,,,,0.8145217669135234,,1.2277142743395446,0.8145217669135234,,,,,3.1000001,0.90000004,,,,False,
2013-03-31,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,277.12347569117856,,,,0.8110552327809245,,1.2329616524034088,0.8110552327809245,,,,,4.0,7.9,,,,False,
2013-04-01,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,279.11015655169257,,,,0.8080407074397375,,1.2375614134199773,0.8080407074397375,,,,,3.8,2.8,,,,False,
2013-04-02,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,281.0820865857668,,,,0.8063728226553152,,1.240121159722481,0.8063728226553152,,,,,4.8,0.0,,,,False,
2013-04-03,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,283.0386714910438,,,,0.804677957323393,,1.2427331840010982,0.804677957323393,,,,,5.3,0.0,,,,False,
2013-04-04,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,284.97933204690605,,,,0.8042987527556541,,1.2433190982502988,0.8042987527556541,,,,,3.0,6.5,,,,False,
2013-04-05,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,286.90350432907906,,,,0.8046787059777355,,1.2427320277910632,0.8046787059777355,,,,,4.0,0.0,,,,False,
2013-04-06,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,288.8106398966686,,,,0.8068958057354199,,1.2393173850849075,0.8068958057354199,,,,,4.2000003,0.0,,,,False,
2013-04-07,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,290.7002059515652,,,,0.8093555386418491,,1.235550944246412,0.8093555386418491,,,,,4.6,0.0,,,,False,
2013-04-08,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,292.57168547021456,,,,0.8115803549379695,,1.2321638811432685,0.8115803549379695,,,,,5.9,1.6,,,,False,
2013-04-09,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,294.4245773078298,,,,0.8142535821455102,,1.2281186376424147,0.8142535821455102,,,,,7.6,0.0,,,,False,
2013-04-10,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,296.25839627519326,,,,0.816053188105005,,1.2254103219940191,0.816053188105005,,,,,8.3,0.0,,,,False,
2013-04-11,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,298.07267318826354,,,,0.8194314111749488,,1.2203583928594357,0.8194314111749488,,,,,7.0,0.0,,,,False,
2013-04-12,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,299.8669548908801,,,,0.8227867019947197,,1.215381820799551,0.8227867019947197,,,,,6.4,0.0,,,,False,
2013-04-13,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,301.6408042509188,,,,0.8249947331810581,,1.2121289503802617,0.8249947331810581,,,,,6.6,0.0,,,,False,
2013-04-14,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,303.39380013032934,,,,0.8277165096573157,,1.2081431122039739,0.8277165096573157,,,,,6.5,0.0,,,,False,
2013-04-15,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,305.1255373295444,,,,0.8307169274252838,,1.2037794909264585,0.8307169274252838,,,,,6.0,0.0,,,,False,
2013-04-16,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,306.83562650681745,,,,0.8328700030449885,,1.200667566779907,0.8328700030449885,,,,,7.2000003,0.0,,,,False,
2013-04-17,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,308.5236940731126,,,,0.8339545343795639,,1.1991061368159222,0.8339545343795639,,,,,6.7000003,0.0,,,,False,
2013-04-18,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,310.1893820632224,,,,0.8350389237723868,,1.197548966319297,0.8350389237723868,,,,,6.9,0.0,,,,False,
