date,t_avg,sw_pot,sw_in,lw_in,vpd,ppt,ws,Rn,sw_out,lw_out,G,LE,LE_corr,H,H_corr,added_G_col,another_G_var
2009-01-01,2.803,186.71,123.108,261.302,1.919,0.0,3.143,,,,,67.1459,43.8414,20.3876,13.3116,,
2009-01-02,2.518,187.329,121.842,268.946,0.992,0.0,2.093,,,,,92.8616,60.9673,32.6505,21.4364,,
2009-01-03,5.518,188.008,124.241,268.004,2.795,0.0,4.403,,,,,75.8029,50.3151,20.0569,13.313,,
2009-01-04,-3.753,188.742,113.793,246.675,0.892,0.0,4.336,,,,,67.1459,45.0539,20.3876,13.6798,,
2009-01-05,-2.214,189.534,124.332,244.478,1.304,0.0,2.417,,,,,92.8616,62.6443,32.6505,22.026,,
2009-01-06,0.928,190.383,88.264,261.866,1.638,0.0,3.443,,,,,75.8029,51.4663,20.0569,13.6176,,
2009-01-07,3.169,191.287,125.031,268.329,2.362,0.0,3.153,,,,,67.1459,45.8809,20.3876,13.9309,,
2009-01-08,5.223,192.247,124.905,281.82,1.726,0.0,2.584,,,,,92.8616,64.2698,32.6505,22.5975,,
2009-01-09,5.96,193.263,129.398,277.286,2.111,0.0,4.723,,,,,75.8029,53.1131,20.0569,14.0533,,
2009-01-10,-1.398,194.333,134.406,236.352,0.827,0.0,4.14,,,,,67.1459,47.5669,20.3876,14.4428,,
2009-01-11,2.649,195.458,131.857,263.773,2.09,0.0,2.539,,,,,92.8616,66.6487,32.6505,23.434,,
2009-01-12,3.708,196.637,89.676,268.044,2.525,0.0,5.413,,,,,75.8029,54.9918,20.0569,14.5504,,
2009-01-13,0.286,197.869,133.556,244.089,1.772,0.0,3.493,,,,,67.1459,49.0103,20.3876,14.8811,,
2009-01-14,2.046,199.155,119.622,270.557,1.716,0.0,4.063,,,,,92.8616,67.8584,32.6505,23.8593,,
2009-01-15,-6.892,200.492,124.16,242.873,0.092,0.178,2.375,,,,,75.8029,55.4949,20.0569,14.6835,,
2009-01-16,-0.839,201.88,136.365,254.446,1.492,0.0,3.269,,,,,67.1459,49.4901,20.3876,15.0267,,
2009-01-17,5.13,203.32,139.071,265.369,2.92,0.0,4.12,,,,,92.8616,68.9045,32.6505,24.2271,,
2009-01-18,8.457,204.81,136.759,273.39,5.045,0.0,4.758,,,,,75.8029,56.5839,20.0569,14.9717,,
2009-01-19,8.87,206.349,138.552,276.289,4.675,0.0,5.139,,,,,67.1459,50.2678,20.3876,15.2629,,
2009-01-20,4.894,207.938,142.86,256.833,2.303,0.0,3.374,,,,,92.8616,69.6741,32.6505,24.4977,,
2009-01-21,6.17,209.574,148.421,252.313,3.865,0.0,2.921,,,,,75.8029,57.0011,20.0569,15.0821,,
2009-01-22,5.912,211.257,143.841,258.735,3.746,0.0,2.477,,,,,67.1459,50.4572,20.3876,15.3204,,
2009-01-23,2.04,212.987,109.229,281.479,1.436,0.0,4.808,,,,,92.8616,69.9361,32.6505,24.5898,,
2009-01-24,-5.253,214.763,144.48,242.861,0.425,0.0,2.913,,,,,75.8029,57.2535,20.0569,15.1488,,
2009-01-25,-4.774,216.584,144.451,244.421,0.595,0.0,3.241,,,,,67.1459,50.8609,20.3876,15.4429,,
2009-01-26,-6.099,218.448,60.55,277.467,0.025,0.987,3.519,,,,,92.8616,70.4944,32.6505,24.7861,,
2009-01-27,-7.054,220.355,101.855,266.649,0.032,2.714,3.279,,,,,75.8029,58.5296,20.0569,15.4865,,
2009-01-28,-4.31,222.303,162.313,239.108,0.783,0.0,2.475,,,,,67.1459,52.7179,20.3876,15.7758,,
2009-01-29,-0.274,224.293,154.797,261.2,1.115,0.0,2.653,,,,38.9568,92.8616,73.1098,32.6505,25.2887,38.646612935343306,37.509640823043625
2009-01-30,3.5,226.324,157.531,270.836,2.626,0.0,3.563,,,,17.3036,75.8029,60.4374,20.0569,15.7351,16.40730434129845,15.218190982973846
2009-01-31,7.228,228.393,161.065,271.916,4.889,0.0,4.738,,,,4.35239,67.1459,54.2066,20.3876,15.9652,5.773820590004836,4.792776709470413
2009-02-01,2.509,230.501,156.147,254.57,2.26,0.0,4.479,,,,16.8389,92.8616,76.2133,32.6505,26.0064,15.521610092029045,17.035088726704878
2009-02-02,1.268,232.645,158.045,254.575,2.065,0.0,2.19,,,,17.3036,75.8029,63.1356,20.0569,16.2196,17.359484807673876,17.509589697191323
2009-02-03,1.212,234.826,159.463,261.74,1.679,0.0,2.13,,,,4.35239,67.1459,55.8285,20.3876,16.4576,3.6054601597662046,4.874416237076155
2009-02-04,2.712,237.042,161.711,262.196,2.575,0.0,3.232,,,,16.8389,92.8616,77.076,32.6505,26.3097,16.610124013072443,15.960485545928211
2009-02-05,9.297,239.291,168.075,271.483,5.749,0.0,4.501,,,,17.3036,75.8029,62.8079,20.0569,16.1329,17.262176422375646,16.30268536229005
2009-02-06,13.222,241.573,162.108,289.522,8.325,0.0,5.125,,,,4.35239,67.1459,55.9471,20.3876,16.4936,5.119626497349509,6.042132976872057
2009-02-07,11.142,243.887,163.385,301.627,5.331,0.0,2.721,,,,16.8389,92.8616,76.6553,32.6505,26.1618,15.667106053882145,15.620968160079059
2009-02-08,12.193,246.232,58.09,359.711,1.668,2.164,5.008,,,,17.3036,75.8029,61.9872,20.0569,16.143,17.33471074764291,17.49626995675086
2009-02-09,12.671,248.606,175.499,306.44,5.214,7.787,7.641,,,,4.35239,67.1459,54.8112,20.3876,16.4091,3.5132484759998004,7.199823194654284
2009-02-10,10.926,251.008,166.974,285.977,5.505,0.0,3.482,,,,16.8389,92.8616,74.7406,32.6505,25.9056,17.367334373700558,17.334639830482555
2009-02-11,7.332,253.438,176.286,281.154,2.699,2.584,4.195,,,,17.3036,75.8029,60.1435,20.0569,15.9135,16.438200168930347,15.592555546251901
2009-02-12,6.851,255.894,135.598,288.178,2.663,0.0,2.995,,,,4.35239,67.1459,52.3907,20.3876,15.9074,3.4634679157167487,3.1861487992412196
2009-02-13,5.788,258.374,166.387,268.158,2.602,0.0,5.464,,,,16.8389,92.8616,71.8606,32.6505,25.2665,18.070443138847605,18.362949143195586
2009-02-14,-0.731,260.879,182.278,240.014,1.037,0.0,2.469,,,,17.3036,75.8029,58.9006,20.0569,15.5847,17.42151238281255,17.265802072458293
2009-02-15,-0.729,263.405,184.416,239.463,0.947,0.0,2.262,,,,4.35239,67.1459,52.3873,20.3876,15.9064,6.2325901869602145,5.4345247631758475
2009-02-16,3.937,265.954,182.212,267.298,2.173,0.0,4.201,,,,16.8389,92.8616,72.6081,32.6505,25.5293,17.439902398582973,16.90602985734083
2009-02-17,13.168,268.523,186.417,288.463,7.609,0.0,6.207,,,,17.3036,75.8029,58.9369,20.0569,15.5943,17.720280441849145,17.490171031000067
2009-02-18,7.753,271.111,182.664,269.965,3.976,0.0,3.812,,,,4.35239,67.1459,52.0814,20.3876,15.8135,4.3645789147124185,5.685397636493661
2009-02-19,3.7,273.717,187.698,259.079,2.691,0.0,2.004,,,,16.8389,92.8616,72.0277,32.6505,25.3252,16.138385131533166,16.39629662708525
2009-02-20,6.205,276.339,195.96,258.772,4.246,0.0,3.071,,,,17.3036,75.8029,59.037,20.0569,15.6207,17.487132055593555,17.318182292941753
2009-02-21,0.581,278.978,200.646,235.547,2.179,0.0,4.539,,,,4.35239,67.1459,52.4086,20.3876,15.9129,3.9160838251183674,6.2105340691425095
2009-02-22,4.255,281.63,197.241,257.612,4.165,0.0,3.199,,,,16.8389,92.8616,72.6376,32.6505,25.5397,15.591870182910931,16.750977276569124
2009-02-23,8.408,284.296,180.078,283.818,6.115,0.0,4.381,,,,17.3036,75.8029,59.294,20.0569,15.6887,18.20274924878144,16.980217420770323
2009-02-24,10.835,286.974,197.986,301.117,6.361,0.0,2.266,,,,4.35239,67.1459,52.2982,20.3876,15.8793,5.132475138864983,5.920137499250663
2009-02-25,11.593,289.663,196.536,305.464,4.213,0.0,2.308,,,,16.8389,92.8616,71.8807,32.6505,25.2736,16.87429055302988,17.287599434768108
2009-02-26,13.912,292.362,199.975,296.114,7.876,0.0,4.49,,,,17.3036,75.8029,58.5638,20.0569,15.4955,16.347692981591052,17.184941984184412
2009-02-27,1.746,295.07,207.633,259.073,2.187,0.139,3.886,,,,4.35239,67.1459,51.9751,20.3876,15.7813,1.7403210385067451,3.7824956803830685
2009-02-28,-1.892,297.785,215.161,236.255,1.106,0.15,4.942,,,,16.8389,92.8616,71.5717,32.6505,25.1649,17.954606491658048,15.942803917985461
2009-03-01,-1.148,300.507,211.622,238.291,1.458,0.0,2.22,,,,17.3036,75.8029,58.0593,20.0569,15.362,17.7931723633975,17.19690268450284
2009-03-02,4.176,303.235,185.99,271.976,3.761,0.0,3.709,,,,4.35239,67.1459,50.8186,20.3876,15.4301,4.341505727564329,4.3901148197318625
2009-03-03,8.79,305.966,185.096,291.882,5.279,0.0,3.879,,,,16.8389,92.8616,69.61,32.6505,24.4752,16.915040329488992,15.368122418661981
2009-03-04,15.578,308.701,209.591,317.105,9.91,0.0,3.799,,,,17.3036,75.8029,56.5703,20.0569,14.9681,17.75374446939942,17.916492333763273
2009-03-05,20.558,311.438,221.443,310.895,17.204,0.0,4.808,,,,4.35239,67.1459,49.8863,20.3876,15.147,5.467872805254031,4.272925200320863
2009-03-06,17.033,314.177,162.779,331.192,11.912,0.0,3.954,,,,16.8389,92.8616,68.6829,32.6505,24.1492,16.87249589022061,15.98929915594878
2009-03-07,19.682,316.915,151.107,352.676,11.779,0.597,5.396,,,,17.3036,75.8029,55.8135,20.0569,14.7678,18.176813216736363,17.418927499709948
2009-03-08,12.575,319.653,230.579,281.344,7.52,0.0,3.446,,,,4.35239,67.1459,49.4394,20.3876,15.0113,4.294658549143207,3.5725442494341513
2009-03-09,17.557,322.389,107.096,350.868,11.688,0.0,5.164,,,,16.8389,92.8616,67.8402,32.6505,23.8529,15.592118983729808,16.12811571393375
2009-03-10,13.759,325.121,206.032,306.73,8.916,0.0,4.914,,,,17.3036,75.8029,55.0133,20.0569,14.5561,16.033591879015905,18.79204257923363
2009-03-11,0.072,327.85,225.535,245.289,2.152,0.0,3.804,,,,4.35239,67.1459,49.076,20.3876,14.901,5.204903220278536,4.879627825868846
2009-03-12,0.086,330.575,75.694,313.806,0.954,0.0,2.556,,,,16.8389,92.8616,68.5267,32.6505,24.0943,17.085790273293597,17.145226349040744
2009-03-13,3.237,333.294,118.954,327.245,0.653,0.226,2.086,,,,17.3036,75.8029,56.5115,20.0569,14.9525,17.678542994415224,17.991273651345107
2009-03-14,6.033,336.005,202.268,310.686,1.801,0.0,1.373,,,,4.35239,67.1459,50.2693,20.3876,15.2633,3.191386627673486,5.733950898007226
2009-03-15,10.165,338.709,238.51,292.357,4.095,0.0,3.386,,,,16.8389,92.8616,69.9992,32.6505,24.612,16.78347792346827,18.56952289846151
2009-03-16,13.776,341.405,244.289,298.942,6.743,0.0,2.868,,,,17.3036,75.8029,57.5303,20.0569,15.2221,16.433111331455322,16.605503804640044
2009-03-17,17.426,344.091,244.45,312.746,11.438,0.0,2.898,,,,4.35239,67.1459,51.434,20.3876,15.617,2.9849310254200123,3.982226564228009
2009-03-18,15.676,346.768,240.168,309.266,8.329,0.0,3.965,,,,16.8389,92.8616,71.7879,32.6505,25.2409,14.735609291769883,16.74958875833974
2009-03-19,12.017,349.434,236.037,309.72,5.667,0.0,4.08,,,,17.3036,75.8029,59.1354,20.0569,15.6468,18.03666224601771,15.43485068198057
2009-03-20,15.513,352.087,204.07,355.532,6.039,0.857,4.413,,,,4.35239,67.1459,53.0183,20.3876,16.098,2.613845379723437,4.495660512537565
2009-03-21,18.671,354.728,203.994,345.56,9.215,0.562,5.302,,,,16.8389,92.8616,74.1331,32.6505,26.0655,17.119722544563803,15.09046685798172
2009-03-22,19.093,357.355,189.646,358.014,8.216,0.0,7.155,,,,17.3036,75.8029,60.7858,20.0569,16.0835,18.498888250374467,16.358774629314436
2009-03-23,20.094,359.969,249.874,325.455,13.169,0.0,7.479,,,,4.35239,67.1459,53.9849,20.3876,16.3915,5.404573006506169,4.895379313563895
2009-03-24,9.999,362.568,260.661,277.041,6.208,0.0,5.184,,,,16.8389,92.8616,75.164,32.6505,26.428,15.365824448377223,16.45927815546382
2009-03-25,9.514,365.151,210.449,286.969,6.172,0.443,2.356,,,,17.3036,75.8029,62.102,20.0569,16.4317,16.81906358946328,18.52158773332934
2009-03-26,9.217,367.718,143.915,320.469,3.243,0.0,4.614,,,,4.35239,67.1459,55.2793,20.3876,16.7845,3.4884073524716683,3.9538908236388304
2009-03-27,-0.28,370.267,19.392,321.142,0.005,35.434,7.662,,,,16.8389,92.8616,76.9541,32.6505,27.0574,16.276238395721695,15.933136920924184
2009-03-28,1.021,372.799,210.708,279.538,1.178,12.62,6.747,,,,17.3036,75.8029,63.0837,20.0569,16.6915,18.929990226572365,16.393927070218243
2009-03-29,6.989,375.313,273.336,272.934,4.454,0.0,5.216,,,,4.35239,67.1459,56.117,20.3876,17.0388,5.186532336851153,5.096548471526157
2009-03-30,14.735,377.808,264.943,295.931,9.209,0.0,6.112,,,,16.8389,92.8616,77.9348,32.6505,27.4022,16.397169826958496,16.51731961630366
2009-03-31,3.665,380.284,295.798,249.266,1.827,0.0,4.575,,,,17.3036,75.8029,63.7774,20.0569,16.875,17.160526649539143,17.616045611341466
2009-04-01,8.898,382.739,245.624,308.992,3.988,0.0,3.057,,,,4.35239,67.1459,56.4938,20.3876,17.1533,4.452550047155736,5.735764355063975
2009-04-02,7.131,385.174,259.434,290.235,2.711,0.863,5.63,,,,16.8389,92.8616,77.9904,32.6505,27.4217,17.029209385861975,18.487393857547477
2009-04-03,10.516,387.587,275.715,286.162,5.653,0.0,5.518,,,,17.3036,75.8029,63.4274,20.0569,16.7824,17.706078855785595,18.953089762982678
2009-04-04,15.317,389.978,282.396,296.73,9.377,0.0,7.24,,,,4.35239,67.1459,55.88,20.3876,16.9669,5.20722377140625,5.580225990926767
2009-04-05,4.927,392.348,276.751,262.16,2.737,0.0,7.956,,,,16.8389,92.8616,76.759,32.6505,26.9888,18.634058935984733,15.951319282387086
2009-04-06,3.719,394.694,289.802,242.75,2.975,0.0,5.619,,,,17.3036,75.8029,62.339,20.0569,16.4944,17.309052982885465,18.50924023591343
2009-04-07,8.581,397.018,291.253,267.436,5.745,0.0,2.418,,,,4.35239,67.1459,54.8264,20.3876,16.647,3.8271844940288258,5.3665321469020535
2009-04-08,12.762,399.317,287.909,294.221,7.299,0.0,3.726,,,,16.8389,92.8616,75.1101,32.6505,26.409,18.995971791835768,15.622267298757267
2009-04-09,15.743,401.592,273.586,314.538,9.773,0.367,4.492,,,,17.3036,75.8029,60.8661,20.0569,16.1047,17.74346831913962,16.482578203855557
2009-04-10,9.037,403.842,290.99,282.12,3.96,0.0,4.2,,,,4.35239,67.1459,53.5217,20.3876,16.2508,4.943605574655852,3.9528851074991147
2009-04-11,10.667,406.068,273.628,309.993,4.497,6.683,3.647,,,,16.8389,92.8616,73.3569,32.6505,25.7926,17.074280178370056,15.918355008371124
2009-04-12,7.636,408.267,6.028,362.293,0.006,38.082,3.833,,,,17.3036,75.8029,59.2962,20.0569,15.6893,17.066505774003062,15.298742678782508
2009-04-13,9.039,410.441,228.345,323.938,2.336,0.248,4.125,,,,4.35239,67.1459,52.1071,20.3876,15.8213,4.8886807191276604,3.3581949472716084
2009-04-14,12.871,412.589,280.475,312.053,4.485,0.0,3.763,,,,16.8389,92.8616,71.4983,32.6505,25.1391,17.386528712446054,17.723220883800312
2009-04-15,15.622,414.71,222.246,333.059,5.922,0.0,5.911,,,,17.3036,75.8029,57.9029,20.0569,15.3207,15.325333828776154,18.75179683803777
2009-04-16,15.174,416.805,219.405,344.33,4.18,4.476,5.963,,,,4.35239,67.1459,50.9555,20.3876,15.4717,3.8099955029031447,5.714691419401584
2009-04-17,11.681,418.871,22.937,363.938,0.849,37.369,4.986,,,,16.8389,92.8616,70.0076,32.6505,24.615,15.180929390943074,17.85852054028374
2009-04-18,12.781,420.91,223.448,350.586,1.72,3.824,2.396,,,,17.3036,75.8029,56.8402,20.0569,15.0395,17.388810839340326,17.088175175730775
2009-04-19,12.057,422.921,254.219,324.295,3.417,1.158,5.796,,,,4.35239,67.1459,50.4716,20.3876,15.3248,3.978378571905108,4.717750698634797
2009-04-20,13.537,424.903,290.936,309.294,5.448,0.0,2.928,,,,16.8389,92.8616,69.9455,32.6505,24.5931,17.817709386684825,18.084103097061302
2009-04-21,14.626,426.857,298.74,320.341,5.191,0.0,1.865,,,,17.3036,75.8029,57.2141,20.0569,15.1384,16.110306925385384,17.106618332460936
2009-04-22,19.123,428.783,296.122,341.288,8.777,0.0,2.292,,,,4.35239,67.1459,51.2165,20.3876,15.5509,5.072733318182132,3.451216324536403
2009-04-23,19.825,430.678,298.987,340.054,9.653,0.0,1.611,,,,16.8389,92.8616,71.6873,32.6505,25.2056,17.134424168964326,17.55669706094439
2009-04-24,23.309,432.545,296.255,347.974,15.241,0.0,6.477,,,,17.3036,75.8029,59.2012,20.0569,15.6642,16.36402303673834,16.542163696781913
2009-04-25,22.444,434.382,233.768,371.886,9.198,1.993,5.918,,,,4.35239,67.1459,53.115,20.3876,16.1274,3.6978688267764577,5.299105773750864
2009-04-26,19.893,436.189,153.513,386.058,1.935,25.041,7.744,,,,16.8389,92.8616,74.4097,32.6505,26.1627,18.25514398423987,16.773453643667146
2009-04-27,15.743,437.967,280.209,334.345,3.275,0.659,4.445,,,,19.6142,85.1546,69.1075,26.7399,21.7009,18.60654749610326,19.516906284601532
2009-04-28,12.837,439.714,291.592,319.854,2.669,0.0,3.162,,,,19.5045,85.6949,70.4249,27.0272,22.2112,19.723755811768076,19.506429359746086
2009-04-29,18.022,441.43,242.855,377.541,2.507,8.56,4.506,,50.4637037037,445.087259259,19.2332,85.3099,71.2124,31.594,26.373,21.462287580131306,19.108675077499242
2009-04-30,19.299,443.116,184.778,387.57,2.752,0.0,3.236,,28.3684791667,432.905875,15.7101,69.2081,58.1526,15.2259,12.7937,14.926555646634297,16.03689883903367
2009-05-01,13.135,444.772,48.956,383.546,1.004,0.0,3.592,,6.54423404255,394.200166667,-19.3886,47.644,40.2217,17.2486,14.5615,-17.532846803436048,-19.032571671401943
2009-05-02,10.163,446.395,52.225,366.799,0.784,0.0,2.588,,7.19213636364,378.376166667,-15.517,46.8468,39.7339,9.97119,8.45725,-14.730494945632932,-16.345332133662794
2009-05-03,10.524,447.988,99.385,352.483,1.7,0.0,3.011,,14.8523617021,379.208833333,-8.86427,52.2152,44.4747,16.2265,13.8211,-8.7947080638562,-8.114706049721315
2009-05-04,10.522,449.55,73.3,349.572,0.621,0.0,1.931,,11.4892954545,377.5501875,-5.61933,49.6179,42.4303,1.32408,1.13228,-5.301353738175987,-5.999449550801212
2009-05-05,12.721,451.08,47.693,384.783,1.69,0.0,1.98,,5.77285106383,391.101625,5.63892,38.9168,33.418,12.4818,10.7182,5.190616328428702,4.779718976640721
2009-05-06,19.843,452.579,325.695,366.592,8.063,0.0,2.238,,47.0644583333,439.488083333,37.3706,120.389,103.385,14.8571,12.7587,37.26522047608025,37.499661353321606
2009-05-07,23.113,454.046,328.837,375.764,5.86,0.0,3.35,,52.3194375,457.209145833,33.2449,125.743,107.334,12.32,10.5163,32.600244471570335,33.074137558432255
2009-05-08,21.38,455.481,287.903,365.291,7.545,0.0,5.874,,50.153,443.314854167,6.4104,137.951,116.673,36.0046,30.4512,6.964192287791381,6.3076487706242395
2009-05-09,15.157,456.884,240.455,358.016,7.644,0.0,3.066,,42.912875,415.108833333,-4.86075,100.682,84.6326,47.6535,40.0574,-4.460571752062196,-3.7894969104267524
2009-05-10,12.467,458.255,76.761,368.36,1.955,0.0,2.435,,13.4035,391.454416667,-16.8441,61.0928,50.8323,12.0987,10.0667,-16.6051302140169,-18.214189753503472
2009-05-11,12.638,459.594,165.58,369.963,1.41,0.0,2.636,,26.6039166667,399.007166667,0.475458,70.127,57.7997,30.1067,24.8144,2.425364260118823,-1.6892976656805658
2009-05-12,17.902,460.901,158.164,384.546,2.326,0.0,5.495,,28.5553958333,421.378583333,11.2991,59.3529,48.6131,24.7883,20.3029,12.957323928882722,10.901060016355226
2009-05-13,24.055,462.174,338.901,358.656,12.682,0.0,7.559,,60.4560625,457.232833333,23.6531,164.28,133.706,-12.0094,-9.77434,24.054306947270483,23.55622735636041
2009-05-14,16.114,463.416,147.521,384.885,5.024,0.0,2.679,,25.3412826087,411.074916667,-6.25129,88.6861,71.1857,11.183,8.97627,-7.527314892547508,-5.975398378522702
2009-05-15,22.146,464.626,256.53,387.767,6.167,0.0,5.022,,48.0113636364,443.957166667,16.7212,126.43,100.401,1.46078,1.16004,17.382677803106542,15.712619523919532
2009-05-16,14.504,465.803,289.415,328.257,5.649,0.0,3.227,,49.7842916667,404.968041667,-5.71621,140.546,110.569,45.6321,35.8994,-6.470479760501088,-5.990482689646618
2009-05-17,14.084,466.948,347.637,301.69,7.592,0.0,2.765,,61.379,408.442708333,8.07538,141.901,111.082,32.7042,25.6012,8.955984331227318,7.685755705424418
2009-05-18,18.989,468.059,351.87,331.054,9.203,0.0,4.802,,62.979125,430.190416667,13.8892,139.878,109.653,26.6078,20.8583,13.581633870803318,13.99898901956647
2009-05-19,20.446,469.138,357.706,329.065,11.611,0.0,6.405,,65.3178541667,438.32375,12.2233,140.11,110.365,15.3946,12.1263,11.80598300188345,11.562266456177232
2009-05-20,19.957,470.185,326.062,335.013,9.612,0.0,5.93,,60.9908333333,435.619229167,9.74492,132.174,104.198,18.5647,14.6352,8.088878904066616,9.132534593983026
2009-05-21,20.901,471.198,328.09,348.045,9.747,0.0,4.09,,59.2813541667,444.064416667,16.7876,135.304,106.815,15.1124,11.9303,16.630152857467408,16.254902772572088
2009-05-22,20.203,472.178,273.157,360.617,7.54,0.0,1.858,,48.9657708333,438.579145833,12.4667,97.7041,77.5647,24.0095,19.0605,11.317094197325806,12.071453360599065
2009-05-23,21.126,473.126,327.457,370.983,6.276,0.0,1.894,,57.0633125,448.9763125,19.9191,106.262,84.5456,46.2088,36.7654,19.208409012276785,20.414355816554703
2009-05-24,21.018,474.041,298.578,368.622,6.744,0.0,1.973,,52.020625,446.345354167,15.7815,108.192,86.3038,39.9441,31.863,14.977928002690138,16.427357825932216
2009-05-25,20.008,474.922,187.587,380.416,3.966,0.0,3.522,,33.1579375,431.873541667,-0.03625,112.674,90.4624,56.6662,45.4954,-1.3201069458493455,-0.6103826383270605
2009-05-26,17.535,475.771,310.561,360.651,3.651,0.0,3.52,,54.3574375,425.6789375,-1.22508,103.095,83.0294,36.5031,29.3984,-1.4588159351719243,-1.8154963616921806
2009-05-27,15.179,476.586,264.819,340.729,4.504,0.0,3.932,,49.4301458333,411.928854167,-1.24237,94.5895,74.1098,47.9738,37.587,-2.5567690230642546,-2.3056263818234974
2009-05-28,18.702,477.369,364.284,326.143,10.866,0.0,2.5,,65.5757708333,431.502729167,13.8418,131.369,106.99,55.5763,45.2627,15.59302727883743,14.700993506865652
2009-05-29,21.804,478.119,354.545,344.044,14.258,0.0,1.914,,61.7864166667,448.297708333,19.5211,116.26,93.4864,55.5523,44.6703,19.768582637427162,19.29638193105237
2009-05-30,25.556,478.835,359.151,356.959,20.312,0.0,3.167,,65.1143125,469.263104167,23.6646,130.612,106.374,46.5961,37.949,23.058659179494168,24.05994301164185
2009-05-31,25.853,479.519,311.459,373.887,17.916,0.0,4.463,,57.4308333333,468.04975,21.0822,119.155,97.7797,26.3304,21.6071,22.027542998646762,19.418458960613297
2009-06-01,25.03,480.17,300.45,377.83,14.276,0.0,4.845,,55.456125,466.278708333,18.1879,115.622,90.5888,38.9415,30.5102,16.7610750290581,18.838271072953813
2009-06-02,20.325,480.787,171.681,389.178,5.636,0.0,3.496,,32.7030208333,435.4235625,-0.525187,86.1577,72.8344,12.8604,10.8717,0.8720089328679342,2.165649805628268
2009-06-03,18.296,481.372,274.783,366.845,6.395,0.1,3.856,,51.238125,427.263395833,1.64004,100.067,78.4012,67.5152,52.8974,0.21232439725930563,1.7201370926430042
2009-06-04,19.312,481.923,324.741,342.521,9.194,0.0,1.639,146.568833333,56.874,438.604291667,16.3559,83.8659,70.897,50.9789,43.0956,15.817290707631328,16.7946813615309
2009-06-05,23.025,482.441,317.608,371.674,12.237,0.0,5.377,138.7634375,57.3151875,457.600583333,20.4631,102.219,86.4122,48.7727,41.2306,21.24067307346625,19.032252080998298
2009-06-06,27.096,482.927,329.889,389.481,17.755,0.0,7.894,136.573854167,62.3936666667,481.642229167,24.6486,122.666,108.612,27.2739,24.1491,26.006358308988663,24.684319880899697
2009-06-07,28.291,483.378,209.703,394.524,21.69,0.2,7.046,61.8098723404,41.2264375,476.499645833,10.4626,101.192,85.544,-29.9562,-25.3238,9.111692614938924,10.472340822978753
2009-06-08,20.628,483.797,332.688,349.268,7.854,0.0,3.167,145.020520833,63.3485416667,447.6183125,13.0316,83.2347,70.3634,72.8983,61.6254,12.599301748212536,12.822158871878017
2009-06-09,24.91,484.183,251.095,388.109,14.051,0.0,2.892,96.6906666667,48.8790208333,464.476958333,13.0023,69.92,59.1077,23.629,19.9751,13.036006135252704,13.160681648518523
2009-06-10,20.256,484.536,154.076,368.701,4.81,4.9,3.133,40.7992083333,32.2200652174,431.769625,-6.8875,52.5166,46.4998,10.2846,9.10632,-7.78801262893225,-6.919874506335787
2009-06-11,20.137,484.856,283.033,371.052,5.975,0.0,1.655,135.1870625,52.2972916667,440.818520833,3.33285,74.4513,62.9383,50.9033,43.0317,4.158474612934691,3.0128394694825413
2009-06-12,23.241,485.143,278.056,393.897,6.537,0.0,1.85,144.193604167,50.2220416667,461.591083333,12.2108,76.3334,60.1297,49.4599,38.9608,13.218895613786987,12.099670982541417
2009-06-13,23.879,485.398,284.064,409.163,8.076,0.2,3.078,152.81625,52.3949375,466.660145833,13.1505,84.8758,66.8588,65.8273,51.8538,14.395192282104786,13.201970075921372
2009-06-14,22.926,485.618,146.639,400.578,3.954,1.6,3.819,42.4343333333,28.699,446.777104167,-5.02856,76.3605,64.4042,5.69202,4.80078,-4.043738408526081,-5.079962368321362
2009-06-15,27.263,485.806,296.098,404.992,13.631,0.0,6.133,128.959541667,54.8010222222,483.121854167,17.7961,118.645,100.298,22.4747,18.9993,19.774278536808914,18.116404463132366
2009-06-16,27.867,485.961,347.673,395.505,12.799,0.0,2.357,168.718458333,60.379,490.996041667,24.608,93.219,78.6231,57.6806,48.6492,24.577016870822625,24.6843569770954
2009-06-17,28.909,486.084,317.538,407.093,18.305,0.0,4.852,130.408958333,57.6848125,495.871895833,22.5121,76.3079,62.4169,41.8884,34.2631,23.062260722779634,21.72693335649905
2009-06-18,29.197,486.173,325.228,412.258,18.111,0.0,6.107,138.28175,61.231375,499.508604167,23.0762,100.014,81.8073,52.7725,43.1659,24.284828414031224,22.391530656194828
2009-06-19,26.746,486.23,197.895,422.28,12.481,0.8,5.554,79.2565531915,38.4786041667,475.788875,5.61217,81.2995,66.074,19.476,15.8286,5.677893498187345,7.2780503047484055
2009-06-20,24.834,486.254,205.721,426.233,4.514,9.0,4.231,86.4299375,36.023125,463.276270833,-2.54879,104.133,84.631,26.9738,21.9223,-2.337331551855191,-1.327329948083754
2009-06-21,28.593,486.245,333.464,405.908,15.02,0.0,5.122,143.2999375,60.036,490.911854167,12.5923,115.452,93.8302,39.5213,32.1198,13.201506535020014,11.032352321216356
2009-06-22,30.352,486.203,353.636,408.488,21.371,0.0,3.728,154.055375,62.9607916667,508.222833333,18.9345,109.724,89.75,48.721,39.8519,20.07765038210765,20.73636467944437
2009-06-23,30.577,486.129,337.229,413.907,24.032,0.0,3.291,146.816145833,60.4002291667,511.603083333,21.3196,94.1386,79.3987,59.2874,50.0043,22.141196014470257,20.919777660094116
