date,t_avg,sw_pot,sw_in,lw_in,vpd,ppt,ws,Rn,sw_out,lw_out,G,LE,LE_corrected,H,H_corrected,a_qc_value,swrad_flag
1/1/2009,2.803,186.71,123.108,261.302,1.919,0,3.143,,,,,67.1459,43.8414,20.3876,13.3116,0,x
1/2/2009,2.518,187.329,121.842,268.946,0.992,0,2.093,,,,,92.8616,60.9673,32.6505,21.4364,0,x
1/3/2009,5.518,188.008,124.241,268.004,2.795,0,4.403,,,,,75.8029,50.3151,20.0569,13.313,0,x
1/4/2009,-3.753,188.742,113.793,246.675,0.892,0,4.336,,,,,67.1459,45.0539,20.3876,13.6798,0,x
1/5/2009,-2.214,189.534,124.332,244.478,1.304,0,2.417,,,,,92.8616,62.6443,32.6505,22.026,0,x
1/6/2009,0.928,190.383,88.264,261.866,1.638,0,3.443,,,,,75.8029,51.4663,20.0569,13.6176,0,x
1/7/2009,3.169,191.287,125.031,268.329,2.362,0,3.153,,,,,67.1459,45.8809,20.3876,13.9309,0,x
1/8/2009,5.223,192.247,124.905,281.82,1.726,0,2.584,,,,,92.8616,64.2698,32.6505,22.5975,0,x
1/9/2009,5.96,193.263,129.398,277.286,2.111,0,4.723,,,,,75.8029,53.1131,20.0569,14.0533,0,x
1/10/2009,-1.398,194.333,134.406,236.352,0.827,0,4.14,,,,,67.1459,47.5669,20.3876,14.4428,0,x
1/11/2009,2.649,195.458,131.857,263.773,2.09,0,2.539,,,,,92.8616,66.6487,32.6505,23.434,0,x
1/12/2009,3.708,196.637,89.676,268.044,2.525,0,5.413,,,,,75.8029,54.9918,20.0569,14.5504,0,x
1/13/2009,0.286,197.869,133.556,244.089,1.772,0,3.493,,,,,67.1459,49.0103,20.3876,14.8811,0,x
1/14/2009,2.046,199.155,119.622,270.557,1.716,0,4.063,,,,,92.8616,67.8584,32.6505,23.8593,0,x
1/15/2009,-6.892,200.492,124.16,242.873,0.092,0.178,2.375,,,,,75.8029,55.4949,20.0569,14.6835,0,x
1/16/2009,-0.839,201.88,136.365,254.446,1.492,0,3.269,,,,,67.1459,49.4901,20.3876,15.0267,0,x
1/17/2009,5.13,203.32,139.071,265.369,2.92,0,4.12,,,,,92.8616,68.9045,32.6505,24.2271,0,x
1/18/2009,8.457,204.81,136.759,273.39,5.045,0,4.758,,,,,75.8029,56.5839,20.0569,14.9717,0,x
1/19/2009,8.87,206.349,138.552,276.289,4.675,0,5.139,,,,,67.1459,50.2678,20.3876,15.2629,0,x
1/20/2009,4.894,207.938,142.86,256.833,2.303,0,3.374,,,,,92.8616,69.6741,32.6505,24.4977,0,x
1/21/2009,6.17,209.574,148.421,252.313,3.865,0,2.921,,,,,75.8029,57.0011,20.0569,15.0821,0,x
1/22/2009,5.912,211.257,143.841,258.735,3.746,0,2.477,,,,,67.1459,50.4572,20.3876,15.3204,0,x
1/23/2009,2.04,212.987,109.229,281.479,1.436,0,4.808,,,,,92.8616,69.9361,32.6505,24.5898,0,x
1/24/2009,-5.253,214.763,144.48,242.861,0.425,0,2.913,,,,,75.8029,57.2535,20.0569,15.1488,0,x
1/25/2009,-4.774,216.584,144.451,244.421,0.595,0,3.241,,,,,67.1459,50.8609,20.3876,15.4429,0,x
1/26/2009,-6.099,218.448,60.55,277.467,0.025,0.987,3.519,,,,,92.8616,70.4944,32.6505,24.7861,0,x
1/27/2009,-7.054,220.355,101.855,266.649,0.032,2.714,3.279,,,,,75.8029,58.5296,20.0569,15.4865,0,x
1/28/2009,-4.31,222.303,162.313,239.108,0.783,0,2.475,,,,,67.1459,52.7179,20.3876,15.7758,0,x
1/29/2009,-0.274,224.293,154.797,261.2,1.115,0,2.653,,,,38.9568,92.8616,73.1098,32.6505,25.2887,0,x
1/30/2009,3.5,226.324,157.531,270.836,2.626,0,3.563,,,,17.3036,75.8029,60.4374,20.0569,15.7351,0,x
1/31/2009,7.228,228.393,161.065,271.916,4.889,0,4.738,,,,4.35239,67.1459,54.2066,20.3876,15.9652,0,x
2/1/2009,2.509,230.501,156.147,254.57,2.26,0,4.479,,,,16.8389,92.8616,76.2133,32.6505,26.0064,0,x
2/2/2009,1.268,232.645,158.045,254.575,2.065,0,2.19,,,,17.3036,75.8029,63.1356,20.0569,16.2196,0,x
2/3/2009,1.212,234.826,159.463,261.74,1.679,0,2.13,,,,4.35239,67.1459,55.8285,20.3876,16.4576,0,x
2/4/2009,2.712,237.042,161.711,262.196,2.575,0,3.232,,,,16.8389,92.8616,77.076,32.6505,26.3097,0,x
2/5/2009,9.297,239.291,168.075,271.483,5.749,0,4.501,,,,17.3036,75.8029,62.8079,20.0569,16.1329,0,x
2/6/2009,13.222,241.573,162.108,289.522,8.325,0,5.125,,,,4.35239,67.1459,55.9471,20.3876,16.4936,0,x
2/7/2009,11.142,243.887,163.385,301.627,5.331,0,2.721,,,,16.8389,92.8616,76.6553,32.6505,26.1618,0,x
2/8/2009,12.193,246.232,58.09,359.711,1.668,2.164,5.008,,,,17.3036,75.8029,61.9872,20.0569,16.143,0,x
2/9/2009,12.671,248.606,175.499,306.44,5.214,7.787,7.641,,,,4.35239,67.1459,54.8112,20.3876,16.4091,0,x
2/10/2009,10.926,251.008,166.974,285.977,5.505,0,3.482,,,,16.8389,92.8616,74.7406,32.6505,25.9056,0,x
2/11/2009,7.332,253.438,176.286,281.154,2.699,2.584,4.195,,,,17.3036,75.8029,60.1435,20.0569,15.9135,0,x
2/12/2009,6.851,255.894,135.598,288.178,2.663,0,2.995,,,,4.35239,67.1459,52.3907,20.3876,15.9074,0,x
2/13/2009,5.788,258.374,166.387,268.158,2.602,0,5.464,,,,16.8389,92.8616,71.8606,32.6505,25.2665,0,x
2/14/2009,-0.731,260.879,182.278,240.014,1.037,0,2.469,,,,17.3036,75.8029,58.9006,20.0569,15.5847,0,x
2/15/2009,-0.729,263.405,184.416,239.463,0.947,0,2.262,,,,4.35239,67.1459,52.3873,20.3876,15.9064,0,x
2/16/2009,3.937,265.954,182.212,267.298,2.173,0,4.201,,,,16.8389,92.8616,72.6081,32.6505,25.5293,0,x
2/17/2009,13.168,268.523,186.417,288.463,7.609,0,6.207,,,,17.3036,75.8029,58.9369,20.0569,15.5943,0,x
2/18/2009,7.753,271.111,182.664,269.965,3.976,0,3.812,,,,4.35239,67.1459,52.0814,20.3876,15.8135,0,x
2/19/2009,3.7,273.717,187.698,259.079,2.691,0,2.004,,,,16.8389,92.8616,72.0277,32.6505,25.3252,0,x
2/20/2009,6.205,276.339,195.96,258.772,4.246,0,3.071,,,,17.3036,75.8029,59.037,20.0569,15.6207,0,x
2/21/2009,0.581,278.978,200.646,235.547,2.179,0,4.539,,,,4.35239,67.1459,52.4086,20.3876,15.9129,0,x
2/22/2009,4.255,281.63,197.241,257.612,4.165,0,3.199,,,,16.8389,92.8616,72.6376,32.6505,25.5397,0,x
2/23/2009,8.408,284.296,180.078,283.818,6.115,0,4.381,,,,17.3036,75.8029,59.294,20.0569,15.6887,0,x
2/24/2009,10.835,286.974,197.986,301.117,6.361,0,2.266,,,,4.35239,67.1459,52.2982,20.3876,15.8793,0,x
2/25/2009,11.593,289.663,196.536,305.464,4.213,0,2.308,,,,16.8389,92.8616,71.8807,32.6505,25.2736,0,x
2/26/2009,13.912,292.362,199.975,296.114,7.876,0,4.49,,,,17.3036,75.8029,58.5638,20.0569,15.4955,0,x
2/27/2009,1.746,295.07,207.633,259.073,2.187,0.139,3.886,,,,4.35239,67.1459,51.9751,20.3876,15.7813,0,x
2/28/2009,-1.892,297.785,215.161,236.255,1.106,0.15,4.942,,,,16.8389,92.8616,71.5717,32.6505,25.1649,0,x
3/1/2009,-1.148,300.507,211.622,238.291,1.458,0,2.22,,,,17.3036,75.8029,58.0593,20.0569,15.362,0,x
3/2/2009,4.176,303.235,185.99,271.976,3.761,0,3.709,,,,4.35239,67.1459,50.8186,20.3876,15.4301,0,x
3/3/2009,8.79,305.966,185.096,291.882,5.279,0,3.879,,,,16.8389,92.8616,69.61,32.6505,24.4752,0,x
3/4/2009,15.578,308.701,209.591,317.105,9.91,0,3.799,,,,17.3036,75.8029,56.5703,20.0569,14.9681,0,x
3/5/2009,20.558,311.438,221.443,310.895,17.204,0,4.808,,,,4.35239,67.1459,49.8863,20.3876,15.147,0,x
3/6/2009,17.033,314.177,162.779,331.192,11.912,0,3.954,,,,16.8389,92.8616,68.6829,32.6505,24.1492,0,x
3/7/2009,19.682,316.915,151.107,352.676,11.779,0.597,5.396,,,,17.3036,75.8029,55.8135,20.0569,14.7678,0,x
3/8/2009,12.575,319.653,230.579,281.344,7.52,0,3.446,,,,4.35239,67.1459,49.4394,20.3876,15.0113,0,x
3/9/2009,17.557,322.389,107.096,350.868,11.688,0,5.164,,,,16.8389,92.8616,67.8402,32.6505,23.8529,0,x
3/10/2009,13.759,325.121,206.032,306.73,8.916,0,4.914,,,,17.3036,75.8029,55.0133,20.0569,14.5561,0,x
3/11/2009,0.072,327.85,225.535,245.289,2.152,0,3.804,,,,4.35239,67.1459,49.076,20.3876,14.901,0,x
3/12/2009,0.086,330.575,75.694,313.806,0.954,0,2.556,,,,16.8389,92.8616,68.5267,32.6505,24.0943,0,x
3/13/2009,3.237,333.294,118.954,327.245,0.653,0.226,2.086,,,,17.3036,75.8029,56.5115,20.0569,14.9525,0,x
3/14/2009,6.033,336.005,202.268,310.686,1.801,0,1.373,,,,4.35239,67.1459,50.2693,20.3876,15.2633,0,x
3/15/2009,10.165,338.709,238.51,292.357,4.095,0,3.386,,,,16.8389,92.8616,69.9992,32.6505,24.612,0,x
3/16/2009,13.776,341.405,244.289,298.942,6.743,0,2.868,,,,17.3036,75.8029,57.5303,20.0569,15.2221,0,b
3/17/2009,17.426,344.091,244.45,312.746,11.438,0,2.898,,,,4.35239,67.1459,51.434,20.3876,15.617,0,b
3/18/2009,15.676,346.768,240.168,309.266,8.329,0,3.965,,,,16.8389,92.8616,71.7879,32.6505,25.2409,0,b
3/19/2009,12.017,349.434,236.037,309.72,5.667,0,4.08,,,,17.3036,75.8029,59.1354,20.0569,15.6468,0,b
3/20/2009,15.513,352.087,204.07,355.532,6.039,0.857,4.413,,,,4.35239,67.1459,53.0183,20.3876,16.098,0,b
3/21/2009,18.671,354.728,203.994,345.56,9.215,0.562,5.302,,,,16.8389,92.8616,74.1331,32.6505,26.0655,0,b
3/22/2009,19.093,357.355,189.646,358.014,8.216,0,7.155,,,,17.3036,75.8029,60.7858,20.0569,16.0835,0,b
3/23/2009,20.094,359.969,249.874,325.455,13.169,0,7.479,,,,4.35239,67.1459,53.9849,20.3876,16.3915,0,b
3/24/2009,9.999,362.568,260.661,277.041,6.208,0,5.184,,,,16.8389,92.8616,75.164,32.6505,26.428,0,b
3/25/2009,9.514,365.151,210.449,286.969,6.172,0.443,2.356,,,,17.3036,75.8029,62.102,20.0569,16.4317,0,b
3/26/2009,9.217,367.718,143.915,320.469,3.243,0,4.614,,,,4.35239,67.1459,55.2793,20.3876,16.7845,0,b
3/27/2009,-0.28,370.267,19.392,321.142,0.005,35.434,7.662,,,,16.8389,92.8616,76.9541,32.6505,27.0574,0,b
3/28/2009,1.021,372.799,210.708,279.538,1.178,12.62,6.747,,,,17.3036,75.8029,63.0837,20.0569,16.6915,0,b
3/29/2009,6.989,375.313,273.336,272.934,4.454,0,5.216,,,,4.35239,67.1459,56.117,20.3876,17.0388,0,b
3/30/2009,14.735,377.808,264.943,295.931,9.209,0,6.112,,,,16.8389,92.8616,77.9348,32.6505,27.4022,0,b
3/31/2009,3.665,380.284,295.798,249.266,1.827,0,4.575,,,,17.3036,75.8029,63.7774,20.0569,16.875,0,b
4/1/2009,8.898,382.739,245.624,308.992,3.988,0,3.057,,,,4.35239,67.1459,56.4938,20.3876,17.1533,0,b
4/2/2009,7.131,385.174,259.434,290.235,2.711,0.863,5.63,,,,16.8389,92.8616,77.9904,32.6505,27.4217,0,b
4/3/2009,10.516,387.587,275.715,286.162,5.653,0,5.518,,,,17.3036,75.8029,63.4274,20.0569,16.7824,0,b
4/4/2009,15.317,389.978,282.396,296.73,9.377,0,7.24,,,,4.35239,67.1459,55.88,20.3876,16.9669,0,b
4/5/2009,4.927,392.348,276.751,262.16,2.737,0,7.956,,,,16.8389,92.8616,76.759,32.6505,26.9888,0,b
4/6/2009,3.719,394.694,289.802,242.75,2.975,0,5.619,,,,17.3036,75.8029,62.339,20.0569,16.4944,0,b
4/7/2009,8.581,397.018,291.253,267.436,5.745,0,2.418,,,,4.35239,67.1459,54.8264,20.3876,16.647,0,b
4/8/2009,12.762,399.317,287.909,294.221,7.299,0,3.726,,,,16.8389,92.8616,75.1101,32.6505,26.409,0,b
4/9/2009,15.743,401.592,273.586,314.538,9.773,0.367,4.492,,,,17.3036,75.8029,60.8661,20.0569,16.1047,0,b
4/10/2009,9.037,403.842,290.99,282.12,3.96,0,4.2,,,,4.35239,67.1459,53.5217,20.3876,16.2508,0,b
4/11/2009,10.667,406.068,273.628,309.993,4.497,6.683,3.647,,,,16.8389,92.8616,73.3569,32.6505,25.7926,0,b
4/12/2009,7.636,408.267,6.028,362.293,0.006,38.082,3.833,,,,17.3036,75.8029,59.2962,20.0569,15.6893,0,b
4/13/2009,9.039,410.441,228.345,323.938,2.336,0.248,4.125,,,,4.35239,67.1459,52.1071,20.3876,15.8213,0,b
4/14/2009,12.871,412.589,280.475,312.053,4.485,0,3.763,,,,16.8389,92.8616,71.4983,32.6505,25.1391,0,b
4/15/2009,15.622,414.71,222.246,333.059,5.922,0,5.911,,,,17.3036,75.8029,57.9029,20.0569,15.3207,1,g
4/16/2009,15.174,416.805,219.405,344.33,4.18,4.476,5.963,,,,4.35239,67.1459,50.9555,20.3876,15.4717,1,g
4/17/2009,11.681,418.871,22.937,363.938,0.849,37.369,4.986,,,,16.8389,92.8616,70.0076,32.6505,24.615,1,g
4/18/2009,12.781,420.91,223.448,350.586,1.72,3.824,2.396,,,,17.3036,75.8029,56.8402,20.0569,15.0395,1,g
4/19/2009,12.057,422.921,254.219,324.295,3.417,1.158,5.796,,,,4.35239,67.1459,50.4716,20.3876,15.3248,1,g
4/20/2009,13.537,424.903,290.936,309.294,5.448,0,2.928,,,,16.8389,92.8616,69.9455,32.6505,24.5931,1,g
4/21/2009,14.626,426.857,298.74,320.341,5.191,0,1.865,,,,17.3036,75.8029,57.2141,20.0569,15.1384,1,g
4/22/2009,19.123,428.783,296.122,341.288,8.777,0,2.292,,,,4.35239,67.1459,51.2165,20.3876,15.5509,1,g
4/23/2009,19.825,430.678,298.987,340.054,9.653,0,1.611,,,,16.8389,92.8616,71.6873,32.6505,25.2056,1,g
4/24/2009,23.309,432.545,296.255,347.974,15.241,0,6.477,,,,17.3036,75.8029,59.2012,20.0569,15.6642,1,g
4/25/2009,22.444,434.382,233.768,371.886,9.198,1.993,5.918,,,,4.35239,67.1459,53.115,20.3876,16.1274,1,g
4/26/2009,19.893,436.189,153.513,386.058,1.935,25.041,7.744,,,,16.8389,92.8616,74.4097,32.6505,26.1627,1,g
4/27/2009,15.743,437.967,280.209,334.345,3.275,0.659,4.445,,,,19.6142,85.1546,69.1075,26.7399,21.7009,1,g
4/28/2009,12.837,439.714,291.592,319.854,2.669,0,3.162,,,,19.5045,85.6949,70.4249,27.0272,22.2112,1,g
4/29/2009,18.022,441.43,242.855,377.541,2.507,8.56,4.506,,50.4637037,445.0872593,19.2332,85.3099,71.2124,31.594,26.373,1,g
4/30/2009,19.299,443.116,184.778,387.57,2.752,0,3.236,,28.36847917,432.905875,15.7101,69.2081,58.1526,15.2259,12.7937,1,g
5/1/2009,13.135,444.772,48.956,383.546,1.004,0,3.592,,6.544234043,394.2001667,-19.3886,47.644,40.2217,17.2486,14.5615,1,g
5/2/2009,10.163,446.395,52.225,366.799,0.784,0,2.588,,7.192136364,378.3761667,-15.517,46.8468,39.7339,9.97119,8.45725,1,g
5/3/2009,10.524,447.988,99.385,352.483,1.7,0,3.011,,14.8523617,379.2088333,-8.86427,52.2152,44.4747,16.2265,13.8211,1,g
5/4/2009,10.522,449.55,73.3,349.572,0.621,0,1.931,,11.48929545,377.5501875,-5.61933,49.6179,42.4303,1.32408,1.13228,1,g
5/5/2009,12.721,451.08,47.693,384.783,1.69,0,1.98,,5.772851064,391.101625,5.63892,38.9168,33.418,12.4818,10.7182,1,g
5/6/2009,19.843,452.579,325.695,366.592,8.063,0,2.238,,47.06445833,439.4880833,37.3706,120.389,103.385,14.8571,12.7587,1,g
5/7/2009,23.113,454.046,328.837,375.764,5.86,0,3.35,,52.3194375,457.2091458,33.2449,125.743,107.334,12.32,10.5163,1,g
5/8/2009,21.38,455.481,287.903,365.291,7.545,0,5.874,,50.153,443.3148542,6.4104,137.951,116.673,36.0046,30.4512,1,g
5/9/2009,15.157,456.884,240.455,358.016,7.644,0,3.066,,42.912875,415.1088333,-4.86075,100.682,84.6326,47.6535,40.0574,1,g
5/10/2009,12.467,458.255,76.761,368.36,1.955,0,2.435,,13.4035,391.4544167,-16.8441,61.0928,50.8323,12.0987,10.0667,1,g
5/11/2009,12.638,459.594,165.58,369.963,1.41,0,2.636,,26.60391667,399.0071667,0.475458,70.127,57.7997,30.1067,24.8144,1,g
5/12/2009,17.902,460.901,158.164,384.546,2.326,0,5.495,,28.55539583,421.3785833,11.2991,59.3529,48.6131,24.7883,20.3029,1,g
5/13/2009,24.055,462.174,338.901,358.656,12.682,0,7.559,,60.4560625,457.2328333,23.6531,164.28,133.706,-12.0094,-9.77434,1,g
5/14/2009,16.114,463.416,147.521,384.885,5.024,0,2.679,,25.34128261,411.0749167,-6.25129,88.6861,71.1857,11.183,8.97627,1,g
5/15/2009,22.146,464.626,256.53,387.767,6.167,0,5.022,,48.01136364,443.9571667,16.7212,126.43,100.401,1.46078,1.16004,1,g
5/16/2009,14.504,465.803,289.415,328.257,5.649,0,3.227,,49.78429167,404.9680417,-5.71621,140.546,110.569,45.6321,35.8994,1,g
5/17/2009,14.084,466.948,347.637,301.69,7.592,0,2.765,,61.379,408.4427083,8.07538,141.901,111.082,32.7042,25.6012,1,g
5/18/2009,18.989,468.059,351.87,331.054,9.203,0,4.802,,62.979125,430.1904167,13.8892,139.878,109.653,26.6078,20.8583,1,g
5/19/2009,20.446,469.138,357.706,329.065,11.611,0,6.405,,65.31785417,438.32375,12.2233,140.11,110.365,15.3946,12.1263,1,g
5/20/2009,19.957,470.185,326.062,335.013,9.612,0,5.93,,60.99083333,435.6192292,9.74492,132.174,104.198,18.5647,14.6352,1,g
5/21/2009,20.901,471.198,328.09,348.045,9.747,0,4.09,,59.28135417,444.0644167,16.7876,135.304,106.815,15.1124,11.9303,1,g
5/22/2009,20.203,472.178,273.157,360.617,7.54,0,1.858,,48.96577083,438.5791458,12.4667,97.7041,77.5647,24.0095,19.0605,1,g
5/23/2009,21.126,473.126,327.457,370.983,6.276,0,1.894,,57.0633125,448.9763125,19.9191,106.262,84.5456,46.2088,36.7654,1,g
5/24/2009,21.018,474.041,298.578,368.622,6.744,0,1.973,,52.020625,446.3453542,15.7815,108.192,86.3038,39.9441,31.863,1,g
5/25/2009,20.008,474.922,187.587,380.416,3.966,0,3.522,,33.1579375,431.8735417,-0.03625,112.674,90.4624,56.6662,45.4954,1,g
5/26/2009,17.535,475.771,310.561,360.651,3.651,0,3.52,,54.3574375,425.6789375,-1.22508,103.095,83.0294,36.5031,29.3984,1,g
5/27/2009,15.179,476.586,264.819,340.729,4.504,0,3.932,,49.43014583,411.9288542,-1.24237,94.5895,74.1098,47.9738,37.587,1,g
5/28/2009,18.702,477.369,364.284,326.143,10.866,0,2.5,,65.57577083,431.5027292,13.8418,131.369,106.99,55.5763,45.2627,1,g
5/29/2009,21.804,478.119,354.545,344.044,14.258,0,1.914,,61.78641667,448.2977083,19.5211,116.26,93.4864,55.5523,44.6703,1,g
5/30/2009,25.556,478.835,359.151,356.959,20.312,0,3.167,,65.1143125,469.2631042,23.6646,130.612,106.374,46.5961,37.949,1,g
5/31/2009,25.853,479.519,311.459,373.887,17.916,0,4.463,,57.43083333,468.04975,21.0822,119.155,97.7797,26.3304,21.6071,1,g
6/1/2009,25.03,480.17,300.45,377.83,14.276,0,4.845,,55.456125,466.2787083,18.1879,115.622,90.5888,38.9415,30.5102,1,g
6/2/2009,20.325,480.787,171.681,389.178,5.636,0,3.496,,32.70302083,435.4235625,-0.525187,86.1577,72.8344,12.8604,10.8717,1,g
6/3/2009,18.296,481.372,274.783,366.845,6.395,0.1,3.856,,51.238125,427.2633958,1.64004,100.067,78.4012,67.5152,52.8974,1,g
6/4/2009,19.312,481.923,324.741,342.521,9.194,0,1.639,146.5688333,56.874,438.6042917,16.3559,83.8659,70.897,50.9789,43.0956,1,g
6/5/2009,23.025,482.441,317.608,371.674,12.237,0,5.377,138.7634375,57.3151875,457.6005833,20.4631,102.219,86.4122,48.7727,41.2306,1,g
6/6/2009,27.096,482.927,329.889,389.481,17.755,0,7.894,136.5738542,62.39366667,481.6422292,24.6486,122.666,108.612,27.2739,24.1491,1,g
6/7/2009,28.291,483.378,209.703,394.524,21.69,0.2,7.046,61.80987234,41.2264375,476.4996458,10.4626,101.192,85.544,-29.9562,-25.3238,1,g
6/8/2009,20.628,483.797,332.688,349.268,7.854,0,3.167,145.0205208,63.34854167,447.6183125,13.0316,83.2347,70.3634,72.8983,61.6254,1,g
6/9/2009,24.91,484.183,251.095,388.109,14.051,0,2.892,96.69066667,48.87902083,464.4769583,13.0023,69.92,59.1077,23.629,19.9751,1,g
6/10/2009,20.256,484.536,154.076,368.701,4.81,4.9,3.133,40.79920833,32.22006522,431.769625,-6.8875,52.5166,46.4998,10.2846,9.10632,1,g
6/11/2009,20.137,484.856,283.033,371.052,5.975,0,1.655,135.1870625,52.29729167,440.8185208,3.33285,74.4513,62.9383,50.9033,43.0317,1,g
6/12/2009,23.241,485.143,278.056,393.897,6.537,0,1.85,144.1936042,50.22204167,461.5910833,12.2108,76.3334,60.1297,49.4599,38.9608,1,g
6/13/2009,23.879,485.398,284.064,409.163,8.076,0.2,3.078,152.81625,52.3949375,466.6601458,13.1505,84.8758,66.8588,65.8273,51.8538,1,g
6/14/2009,22.926,485.618,146.639,400.578,3.954,1.6,3.819,42.43433333,28.699,446.7771042,-5.02856,76.3605,64.4042,5.69202,4.80078,1,g
6/15/2009,27.263,485.806,296.098,404.992,13.631,0,6.133,128.9595417,54.80102222,483.1218542,17.7961,118.645,100.298,22.4747,18.9993,1,g
6/16/2009,27.867,485.961,347.673,395.505,12.799,0,2.357,168.7184583,60.379,490.9960417,24.608,93.219,78.6231,57.6806,48.6492,1,g
6/17/2009,28.909,486.084,317.538,407.093,18.305,0,4.852,130.4089583,57.6848125,495.8718958,22.5121,76.3079,62.4169,41.8884,34.2631,1,g
6/18/2009,29.197,486.173,325.228,412.258,18.111,0,6.107,138.28175,61.231375,499.5086042,23.0762,100.014,81.8073,52.7725,43.1659,1,g
6/19/2009,26.746,486.23,197.895,422.28,12.481,0.8,5.554,79.25655319,38.47860417,475.788875,5.61217,81.2995,66.074,19.476,15.8286,1,g
6/20/2009,24.834,486.254,205.721,426.233,4.514,9,4.231,86.4299375,36.023125,463.2762708,-2.54879,104.133,84.631,26.9738,21.9223,1,g
6/21/2009,28.593,486.245,333.464,405.908,15.02,0,5.122,143.2999375,60.036,490.9118542,12.5923,115.452,93.8302,39.5213,32.1198,1,g
6/22/2009,30.352,486.203,353.636,408.488,21.371,0,3.728,154.055375,62.96079167,508.2228333,18.9345,109.724,89.75,48.721,39.8519,1,g
6/23/2009,30.577,486.129,337.229,413.907,24.032,0,3.291,146.8161458,60.40022917,511.6030833,21.3196,94.1386,79.3987,59.2874,50.0043,1,g
6/24/2009,30.4,486.021,294.938,416.609,23.389,0,3.022,122.1905208,53.0594375,508.9803542,20.8811,81.3533,68.6153,47.4229,39.9975,1,g
6/25/2009,31.269,485.882,340.001,417.177,25.152,0,3.983,141.8530208,61.88875,518.7313333,25.5995,86.3866,70.6609,56.6554,46.3419,1,g
6/26/2009,31.122,485.709,355.094,402.75,28.113,0,5.188,133.7564792,66.31145833,516.401875,24.4478,90.3286,73.8853,64.1176,52.4457,1,g
6/27/2009,28.647,485.504,255.34,429.497,17.961,22.4,4.529,115.8291739,46.27708333,496.8945625,9.1165,85.9603,70.3122,34.8133,28.4759,1,g
6/28/2009,24.821,485.267,346.511,373.496,14.108,0,2.392,165.4528125,60.58027083,468.1781042,-0.246708,142.166,117.122,42.0933,34.6781,1,g
6/29/2009,26.808,484.997,333.646,388.934,18.121,0,2.923,151.0935625,60.42402083,480.8787708,6.61237,115.452,95.1138,38.3355,31.5822,1,g
6/30/2009,27.877,484.694,348.851,387.231,19.833,0,2.157,161.21925,62.32339583,488.9483958,11.7118,108.107,88.4273,40.9986,33.5353,1,g
7/1/2009,27.159,484.36,341.68,391.968,16.921,0,2.326,155.004,62.47447917,488.9925,13.6962,86.8777,71.0355,60.7581,49.6788,1,g
7/2/2009,28.446,483.993,346.625,394.604,20.76,0,3.122,139.1264792,66.640625,500.9530833,14.3508,95.4003,78.004,59.3686,48.5427,1,g
7/3/2009,30.792,483.594,324.581,416.206,25.609,0,5.472,122.9504583,63.598125,512.4133125,18.4444,93.8166,76.709,45.857,37.4949,1,g
7/4/2009,26.666,483.162,254.996,425.737,10.819,4,3.505,126.9178723,46.15839583,483.6792708,-1.34519,111.948,91.5345,41.3182,33.7838,1,g
7/5/2009,22.576,482.698,291.344,387.238,6.772,0,2.995,129.9742292,56.21697917,467.4594375,-2.56915,75.3919,61.6441,85.4931,69.9034,1,g
7/6/2009,22.743,482.203,289.44,386.467,9.224,0,1.646,132.5850833,55.28072917,473.8042917,8.25373,56.5751,45.6112,67.1227,54.1148,1,g
7/7/2009,26.668,481.675,307.064,404.405,13.76,0,3.652,117.3008542,60.24129167,492.457625,14.2844,61.1141,48.6982,81.4481,64.9011,1,g
7/8/2009,29.171,481.115,340.646,411.566,16.72,0,5.53,137.9625833,67.11491667,508.7416042,19.2316,58.0037,46.2197,99.4599,79.2536,1,g
7/9/2009,31.954,480.523,337.093,413.427,26.305,0,5.852,117.7805,67.5233125,523.0309167,19.0085,64.4915,51.3894,80.8596,64.4321,1,g
7/10/2009,35.511,479.9,334.233,427.877,45.023,0,6.44,115.0874681,67.5164375,542.1012292,20.7194,90.4059,72.039,32.8327,26.1624,1,g
7/11/2009,34.185,479.244,340.527,425.844,38.917,0,4.849,116.7758542,69.0084375,542.0724167,21.2962,78.9376,64.5432,48.358,39.5398,1,g
7/12/2009,33.133,478.557,348.577,412.043,35.435,0,5.135,117.663383,71.38475,535.3848125,18.4797,66.9214,55.1324,50.5602,41.6534,1,g
7/13/2009,33.12,477.838,330.27,423.545,32.534,0,3.885,112.535375,67.11552083,537.1726458,17.6228,60.6533,48.3309,58.458,46.5816,1,g
7/14/2009,33.534,477.088,339.04,425.029,35.092,0,5.759,112.0258542,69.76658333,534.3233125,15.4617,66.239,52.3461,76.9953,60.8465,1,g
7/15/2009,29.966,476.306,289.855,432.562,22.298,12,2.603,141.0892955,58.486875,519.5476042,12.4034,52.6605,41.9619,65.6954,52.3487,1,g
7/16/2009,26.491,475.493,318.268,409.195,10.819,4.6,3.06,172.2099762,58.10641667,482.5620417,-8.48685,144.078,114.807,42.3199,33.7222,1,g
7/17/2009,22.887,474.647,265.3,382.89,7.966,0.4,2.328,110.9836809,50.78222917,460.7250625,-12.0259,86.3701,68.8231,51.6022,41.1186,1,g
7/18/2009,21.436,473.772,211.909,376.53,6.022,1,1.859,81.646125,38.85495833,444.0166,-7.85492,62.8357,53.5658,34.9249,29.7725,1,g
7/19/2009,25.33,472.864,319.513,381.088,16.124,0,2.069,135.0537083,56.22614583,465.930425,8.10065,75.1113,64.4047,60.8519,52.1779,1,g
