TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020101,-14.002,0,113.333,57.758,0.666667,193.288,0,0,0,98.392,0,0.066,0,1.458,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.0698421,0.0587701,0.0697076,0.0718494,-0.148713,-0.155797,-0.150721,-0.148713,0.124278,0.124278,0.124278,1.08815,0,0,0,0.494806,-9999,-9999
20020102,-16.364,0,113.949,62.888,0.666667,169.295,0,0,0,98.257,0,0,0,2.023,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.0514325,0.0420372,0.0513151,0.0531922,-0.318483,-0.390188,-0.322937,-0.319014,0.109695,0.109695,0.109695,0.960465,0,0,0,0.509259,-9999,-9999
20020103,-11.818,0,114.624,61.056,0.666667,203.461,0,0.095,0,97.237,0,0,0,2.805,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.0929123,0.0813117,0.0927746,0.0949639,-0.347191,-0.355312,-0.349243,-0.347191,0.136897,0.136897,0.136897,1.19864,0,0,0,0.503058,-9999,-9999
20020104,-7.449,0,115.358,58.215,0.666667,237.303,0,0.09,0,96.452,0,0.069,0,1.877,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.138414,0.125823,0.138268,0.140574,-0.079989,-0.0897522,-0.0822944,-0.079989,0.162229,0.162229,0.162229,1.42044,0,0,0,0.489129,-9999,-9999
20020105,-4.762,0,116.149,46.344,0.666667,267.454,0,0.173,0,96.589,0,0.119,0,2.105,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.173767,0.161852,0.173639,0.175525,-0.196023,-0.276197,-0.200885,-0.196587,0.176345,0.176345,0.176345,1.54404,0,0,0,0.457751,-9999,-9999
20020106,-12.319,0,117,55.332,0.666667,207.692,0,0.002,0,97.485,0,0.209,0,2.323,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.0871251,0.0754875,0.0869865,0.08919,-0.352965,-0.361157,-0.35503,-0.352965,0.134105,0.134105,0.134105,1.1742,0,0,0,0.49,-9999,-9999
20020107,-11.352,0,117.908,68.214,0.666667,198.456,0,0.188,0,96.853,0,0,0,2.803,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.10199,0.0911184,0.101861,0.103906,-0.116657,-0.124354,-0.118573,-0.116657,0.138923,0.138923,0.138923,1.21638,0,0,0,0.523072,-9999,-9999
20020108,-0.129,0,118.874,56.644,0.666667,267.294,0,0.64,0,95.495,0,0.486,0,2.805,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.24099,0.231748,0.239414,0.241687,-0.129691,-0.213011,-0.132261,-0.129988,0.198974,0.198974,0.198974,1.74218,0,0,0,0.493632,-9999,-9999
20020109,1.91,0,119.899,64.927,0.666667,277.724,0,0.7,0,95.577,0,0.833,0,3.416,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.270322,0.261935,0.269306,0.270767,-0.171198,-0.175133,-0.171518,-0.171182,0.209071,0.209071,0.209071,1.83058,0,0,0,0.513011,-9999,-9999
20020110,-1.429,0,120.981,14.704,0.645833,300.163,0,0.063,0,96.714,0,0.633,0,2.57,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.219837,0.209276,0.219212,0.220827,0.000686455,-0.00729023,-0.000820927,0.000686455,0.193307,0.193307,0.193307,1.69255,0,0,0,0.289654,-9999,-9999
20020111,-3.341,0,122.12,72.274,0.645833,238.33,0,0.215,0,96.739,0,0,0,2.053,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.192985,0.181583,0.192869,0.194181,-0.176982,-0.257917,-0.181394,-0.177493,0.18368,0.18368,0.18368,1.60826,0,0,0,0.54525,-9999,-9999
20020112,-3.088,0,123.316,53.208,0.645833,258.911,0,0.454,0,96.302,0,1.335,0,3.13,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.195903,0.184438,0.195787,0.197102,-0.244541,-0.253019,-0.246252,-0.244541,0.185124,0.185124,0.185124,1.62091,0,0,0,0.499561,-9999,-9999
20020113,-7.721,0,124.57,57.351,0.645833,235.007,0,0.047,0,96.241,0,0,0,2.198,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.135606,0.123116,0.135461,0.137754,-0.082809,-0.092437,-0.0851013,-0.082809,0.160633,0.160633,0.160633,1.40646,0,0,0,0.505884,-9999,-9999
20020114,-6.757,0,125.88,34.619,0.645833,273.389,0,0.05,0,96.55,0,0.501,0,2.183,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.146591,0.134054,0.146446,0.148731,-0.222944,-0.302037,-0.228452,-0.223586,0.166076,0.166076,0.166076,1.45412,0,0,0,0.421518,-9999,-9999
20020115,-7.862,0,127.247,47.064,0.645833,253.62,0,0.047,0,97.334,0,0.611,0,1.379,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.133272,0.120563,0.133124,0.135457,-0.306698,-0.315588,-0.308883,-0.306698,0.159989,0.159989,0.159989,1.40083,0,0,0,0.475645,-9999,-9999
20020116,-11.946,0,128.669,42.538,0.645833,234.351,0,0,0,97.299,0,0.365,0,1.402,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.0875784,0.0752008,0.0874312,0.0897691,-0.130793,-0.13914,-0.132984,-0.130793,0.136803,0.136803,0.136803,1.19782,0,0,0,0.454351,-9999,-9999
20020117,-12.853,0,130.147,62.348,0.645833,210.463,0,0.033,0,97.188,0,0.168,0,2.457,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.0796771,0.0678545,0.0795355,0.0817871,-0.289888,-0.367531,-0.295265,-0.290523,0.131278,0.131278,0.131278,1.14944,0,0,0,0.522239,-9999,-9999
20020118,-19.318,0,131.68,80.845,0.645833,153.185,0,0,0,97.554,0,0.06,0,2.256,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.0311766,0.0240554,0.0310837,0.0325763,-0.409579,-0.414135,-0.410622,-0.409579,0.0911982,0.0911982,0.0911982,0.798512,0,0,0,0.566733,-9999,-9999
20020119,-9.557,0,133.268,46.184,0.645833,236.487,0,0.218,0,96.169,0,0.146,0,3.705,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.11639,0.104348,0.116249,0.118489,-0.102074,-0.110923,-0.104313,-0.102074,0.149976,0.149976,0.149976,1.31316,0,0,0,0.485474,-9999,-9999
20020120,-11.471,0,134.91,42.758,0.645833,243.665,0,0.004,0,96.247,0,0.857,0,0.935,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.0939744,0.0817695,0.0938298,0.0961271,-0.275548,-0.353433,-0.281047,-0.276195,0.139328,0.139328,0.139328,1.21993,0,0,0,0.465473,-9999,-9999
20020121,-8.132,0,136.606,82.581,0.645833,220.435,0,0.104,0,96.071,0,0.449,0,1.285,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.130481,0.117876,0.130334,0.132653,-0.309502,-0.318315,-0.311674,-0.309502,0.158405,0.158405,0.158405,1.38696,0,0,0,0.569193,-9999,-9999
20020122,-4.412,0,138.356,51.829,0.645833,243.836,0,0.376,0,96.082,0,0.658,0,1.429,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.179516,0.167862,0.179396,0.180832,-0.039272,-0.048712,-0.0411667,-0.039272,0.177879,0.177879,0.177879,1.55747,0,0,0,0.508849,-9999,-9999
20020123,-8.78,0,140.159,71.736,0.645833,224.862,0,0.039,0,96.834,0,0,0,1.652,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.123997,0.111586,0.123852,0.126145,-0.24553,-0.3241,-0.25104,-0.246175,0.154605,0.154605,0.154605,1.35368,0,0,0,0.541742,-9999,-9999
20020124,-12.09,0,142.014,73.036,0.645833,204.015,0,0.052,0,96.818,0,0.663,0,1.877,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.0895014,0.0778389,0.0893626,0.0915677,-0.350587,-0.358787,-0.352654,-0.350587,0.135414,0.135414,0.135414,1.18565,0,0,0,0.557737,-9999,-9999
20020125,-2.237,0,143.921,71.269,0.645833,262.819,0,0.958,0,96.116,0,1.644,0,2.591,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.212279,0.202523,0.211454,0.213174,-0.00700551,-0.0125565,-0.00837042,-0.00700551,0.188184,0.188184,0.188184,1.64769,0,0,0,0.543876,-9999,-9999
20020126,-5.55,0,145.878,72.808,0.645833,244.967,0,0.178,0,96.712,0,0,0,1.483,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.163091,0.151134,0.162957,0.165073,-0.206602,-0.286357,-0.21171,-0.207196,0.172273,0.172273,0.172273,1.50839,0,0,0,0.554946,-9999,-9999
20020127,-5.999,0,147.887,83.07,0.645833,235.612,0,0.144,0,96.672,0,0,0,1.823,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.157967,0.146173,0.157833,0.15995,-0.282205,-0.290815,-0.284188,-0.282205,0.169727,0.169727,0.169727,1.48609,0,0,0,0.575417,-9999,-9999
20020128,-12.611,0,149.946,43.38,0.645833,241.546,0,0,0,97.547,0,0.983,0,2.265,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.0815713,0.0695643,0.081428,0.0837089,-0.136854,-0.144806,-0.138991,-0.136854,0.132785,0.132785,0.132785,1.16263,0,0,0,0.485561,-9999,-9999
20020129,-15.212,0,152.053,46.003,0.645833,228.77,0,0,0,97.749,0,0.633,0,1.519,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.0583942,0.0479987,0.0582654,0.0603213,-0.311354,-0.386042,-0.316241,-0.311935,0.117045,0.117045,0.117045,1.02482,0,0,0,0.487348,-9999,-9999
20020130,-12.887,0,154.209,85.105,0.645833,204.551,0,0.042,0,98.13,0,0.129,0,0.719,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.0798633,0.0681668,0.0797233,0.0819499,-0.360205,-0.368502,-0.362292,-0.360205,0.130982,0.130982,0.130982,1.14685,0,0,0,0.580076,-9999,-9999
20020131,-11.707,0,156.414,49.72,0.645833,234.412,0,0.005,0,97.95,0,0.814,0,1.302,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.0932766,0.08148,0.0931366,0.0953607,-0.125202,-0.133301,-0.127286,-0.125202,0.137674,0.137674,0.137674,1.20545,0,0,0,0.510449,-9999,-9999
20020201,-10.191,0,158.664,102.608,0.625,202.848,0,0.156,0,97.715,0,0.149,0,2.059,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.10737,0.0948438,0.107223,0.109558,-0.262117,-0.340237,-0.267719,-0.262774,0.14676,0.14676,0.14676,1.28499,0,0,0,0.620232,-9999,-9999
20020202,-9.776,0,160.962,43.834,0.625,245.537,0,0.021,0,97.391,0,1.741,0,2.243,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.115607,0.103916,0.11547,0.117647,-0.324508,-0.332573,-0.326548,-0.324508,0.148465,0.148465,0.148465,1.29993,0,0,0,0.470351,-9999,-9999
20020203,-11.543,0,163.305,85.693,0.625,205.109,0,0.034,0,97.581,0,0.1,0,2.866,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,1,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.0927698,0.080481,0.092624,0.094938,-0.125625,-0.13404,-0.127793,-0.125625,0.138987,0.138987,0.138987,1.21694,0,0,0,0.595166,-9999,-9999
20020204,-14.686,0,165.692,109.47,0.625,173.341,0,0.132,0,98.258,0,0,0,2.368,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.0692725,0.0591695,0.0691507,0.0710923,-0.300583,-0.375861,-0.305209,-0.301131,0.119479,0.119479,0.119479,1.04613,0,0,0,0.634616,-9999,-9999
20020205,-8.045,0,168.123,102.228,0.625,209.441,0,0.32,0,97.726,0,0,0,2.065,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-4.41534,0.625,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.13132,0.118668,0.131173,0.133499,-0.308656,-0.317507,-0.310835,-0.308656,0.158924,0.158924,0.158924,1.3915,0,0,0,0.619778,-9999,-9999
20020206,-2.013,0,170.597,109.633,0.625,227.958,0,1.142,0,96.602,0,0,0,3.447,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,12.0311,0,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.213906,0.203813,0.213228,0.214848,-0.0053125,-0.0120535,-0.00674763,-0.0053125,0.189724,0.189724,0.189724,1.66118,0,0,0,0.637145,-9999,-9999
20020207,-2.374,0,173.114,101.479,0.604167,229.063,0,0.711,0,96.745,0,0,0,2.468,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,1.8644,0,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.206619,0.195777,0.206514,0.207708,-0.163502,-0.245027,-0.16752,-0.163966,0.188532,0.188532,0.188532,1.65075,0,0,0,0.638445,-9999,-9999
20020208,-2.166,0,175.67,102.386,0.604167,243.772,0,0.42,0,96.983,0,0,0,1.79,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,2.48328,0,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.209631,0.198892,0.209525,0.210692,-0.231011,-0.238935,-0.232524,-0.231011,0.189544,0.189544,0.189544,1.6596,0,0,0,0.639704,-9999,-9999
20020209,-2.983,0,178.268,35.075,0.604167,282.435,0,0.073,0,97.704,0,1.259,0,3.363,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,12.0311,0,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.19724,0.18582,0.197125,0.198434,-0.0216186,-0.0309568,-0.023438,-0.0216186,0.185693,0.185693,0.185693,1.62589,0,0,0,0.46129,-9999,-9999
20020210,-8.562,0,180.904,118.508,0.604167,205.259,0,0.181,0,98.428,0,0.063,0,2.236,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,1.8644,0,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.125897,0.113366,0.125751,0.128063,-0.243612,-0.322191,-0.24917,-0.244262,0.155924,0.155924,0.155924,1.36524,0,0,0,0.663233,-9999,-9999
20020211,-4.976,0,183.579,73.781,0.604167,249.049,0,1.003,0,96.354,0,0,0,4.44,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.48328,0,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.176499,0.166091,0.176391,0.177617,-0.264059,-0.271348,-0.265656,-0.264059,0.173931,0.173931,0.173931,1.5229,0,0,0,0.609487,-9999,-9999
20020212,-9.66,0,186.29,109.919,0.604167,202.299,0,0.177,0,96.92,0,0.115,0,3.67,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,12.0311,0,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.113378,0.10086,0.113231,0.115557,-0.105005,-0.114091,-0.107332,-0.105005,0.149743,0.149743,0.149743,1.31112,0,0,0,0.659556,-9999,-9999
20020213,-6.013,0,189.038,99.838,0.604167,236.008,0,0.947,0,97.2,0,0,0,3.07,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,1.8644,0,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.165863,0.155675,0.165757,0.166965,-0.204238,-0.284809,-0.208276,-0.20471,0.167924,0.167924,0.167924,1.47031,0,0,0,0.634521,-9999,-9999
20020214,-1.003,0,191.82,78.441,0.604167,258.073,0,0.958,0,96.19,0,0,0,2.504,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,2.48328,0,16.4271,-9999,-9999,-9999,-9999,-9999,18.3738,-9999,-9999,-9999,-9999,-9999,0.442155,0,-9999,0.436989,0.442155,0.442155,0,0,0,0.22641,0.216172,0.225324,0.227322,-0.214444,-0.221783,-0.215745,-0.214444,0.195272,0.195272,0.195272,1.70976,0,0,0,0.604228,-9999,-9999
20020215,-2.147,0,194.638,85.284,0.604167,275.029,0,0.559,0,96.422,0,0.585,0,2.706,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,12.0311,0,18.0201,-9999,-9999,-9999,-9999,-9999,55.3037,-9999,-9999,-9999,-9999,-9999,0.220563,0,-9999,0.216466,0.220563,0.220563,0,0,0,0.209622,0.198802,0.209518,0.210695,-0.00941039,-0.017652,-0.0110447,-0.00941039,0.189722,0.189722,0.189722,1.66117,0,0,0,0.611497,-9999,-9999
20020216,-3.768,0,197.487,106.797,0.604167,240.024,0,0.611,0,96.917,0,0.379,0,2.695,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,1.8644,0,19.2527,-9999,-9999,-9999,-9999,-9999,53.7573,-9999,-9999,-9999,-9999,-9999,0.371675,0,-9999,0.371675,0.371675,0.382207,0,0,0,0.186908,0.174981,0.186788,0.188157,-0.182984,-0.263645,-0.187587,-0.183517,0.18156,0.18156,0.18156,1.5897,0,0,0,0.661491,-9999,-9999
20020217,-6.885,0,200.369,133.388,0.604167,203.34,0,0.669,0,97.51,0,0,0,2.268,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,2.48328,0,17.2634,-9999,-9999,-9999,-9999,-9999,17.8494,-9999,-9999,-9999,-9999,-9999,0.424397,0,-9999,0.421941,0.424397,0.424397,0,0,0,0.150634,0.139543,0.150508,0.152495,-0.271902,-0.282398,-0.273763,-0.271902,0.164175,0.164175,0.164175,1.43748,0,0,0,0.692581,-9999,-9999
20020218,1.466,0,203.281,118.147,0.604167,267.555,0,1.429,0,96.54,0,0,0,2.728,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7601,0,18.7018,-9999,-9999,-9999,-9999,-9999,51.5766,-9999,-9999,-9999,-9999,-9999,0.199612,0,-9999,0.194271,0.199612,0.199612,0,0,0,0.264248,0.255829,0.263164,0.264725,0.0653165,0.0605178,0.0649813,0.0657016,0.20674,0.20674,0.20674,1.81017,0,0,0,0.674275,-9999,-9999
20020219,-1.891,0,206.223,22.791,0.604167,305.974,0,0,0,96.669,0,7.089,0,2.867,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,4.03864,0,16.9458,-9999,-9999,-9999,-9999,-9999,54.1169,-9999,-9999,-9999,-9999,-9999,0.205196,0,-9999,0.20304,0.205196,0.205196,0,0,0,0.212784,0.201918,0.212629,0.213851,0.00911025,-0.00157375,0.00748528,0.00911025,0.191137,0.191137,0.191137,1.67355,0,0,0,0.363768,-9999,-9999
20020220,-5.33,0,209.194,25.986,0.604167,284.939,0,0.003,0,96.612,0,6.621,0,4.225,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-0.491733,0,15.8018,-9999,-9999,-9999,-9999,-9999,17.5892,-9999,-9999,-9999,-9999,-9999,0.376749,0,-9999,0.373254,0.376749,0.376749,0,0,0,0.165298,0.153191,0.165162,0.167299,-0.20945,-0.219836,-0.211451,-0.20945,0.173604,0.173604,0.173604,1.52004,0,0,0,0.400296,-9999,-9999
