TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20090101,2.803,0,186.71,123.108,0,261.302,0,1.919,0,93.82,0,0,0,3.143,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,43.8414,-9999,-9999,-9999,20.3876,0,13.3116,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.10027,1.79715,2.04359,2.12952,0.0122488,-0.290866,-0.052545,0.0122488,1.01942,1.01076,1.02834,1.04074,2.26843,2.2648,2.26787,2.27047,-9999,-9999
20090102,2.518,0,187.329,121.842,0,268.946,0,0.992,0,93.578,0,0,0,2.093,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,60.9673,-9999,-9999,-9999,32.6505,0,21.4364,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.07097,1.77211,2.01494,2.09993,0.0893078,-0.207485,0.0510604,0.109166,1.01152,1.00307,1.02021,1.03267,2.26237,2.25871,2.26183,2.26349,-9999,-9999
20090103,5.518,0,188.008,124.241,0,268.004,0,2.795,0,93.129,0,0,0,4.403,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,50.3151,-9999,-9999,-9999,20.0569,0,13.313,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.50149,2.24272,2.45327,2.52538,0.746708,0.487941,0.694732,0.769708,1.4839,1.47449,1.49305,1.51455,2.27958,2.27597,2.27902,2.28222,-9999,-9999
20090104,-3.753,0,188.742,113.793,0,246.675,0,0.892,0,95.169,0,0,0,4.336,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,45.0539,-9999,-9999,-9999,20.3876,0,13.6798,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.28685,0.984541,1.2282,1.31767,-0.801168,-1.10348,-0.863977,-0.796825,0.396896,0.391718,0.402551,0.406449,2.19105,2.18323,2.19017,2.19105,-9999,-9999
20090105,-2.214,0,189.534,124.332,0,244.478,0,1.304,0,94.304,0,0,0,2.417,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,62.6443,-9999,-9999,-9999,32.6505,0,22.026,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,1.46721,1.15859,1.40794,1.49822,-0.51445,-0.821011,-0.555934,-0.492908,0.515804,0.509767,0.522313,0.52789,2.28248,2.27885,2.28192,2.28498,-9999,-9999
20090106,0.928,0,190.383,88.264,0,261.866,0,1.638,0,93.102,0,0,0,3.443,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,51.4663,-9999,-9999,-9999,20.0569,0,13.6176,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,1.85225,1.54038,1.79342,1.88276,0.0974678,-0.214397,0.0348825,0.126849,0.801226,0.793491,0.809351,0.817978,2.02276,1.99898,2.0213,2.02276,-9999,-9999
20090107,3.169,0,191.287,125.031,0,268.329,0,2.362,0,93.376,0,0,0,3.153,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,45.8809,-9999,-9999,-9999,20.3876,0,13.9309,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.17298,1.8888,2.11967,2.2005,0.0849662,-0.199221,0.0173596,0.0849662,1.14133,1.13274,1.14997,1.16519,2.28536,2.28175,2.2848,2.28822,-9999,-9999
20090108,5.223,0,192.247,124.905,0,281.82,0,1.726,0,93.934,0,0,0,2.584,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,64.2698,-9999,-9999,-9999,32.6505,0,22.5975,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.45434,2.18704,2.40461,2.47899,0.472673,0.209158,0.431283,0.475291,1.41445,1.40498,1.42376,1.44363,2.29423,2.2906,2.29366,2.29696,-9999,-9999
20090109,5.96,0,193.263,129.398,0,277.286,0,2.111,0,93.681,0,0,0,4.723,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,53.1131,-9999,-9999,-9999,20.0569,0,14.0533,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.53811,2.26294,2.48735,2.5632,0.783333,0.508158,0.72881,0.807359,1.4465,1.43641,1.45649,1.47632,2.3179,2.31436,2.3179,2.32318,-9999,-9999
20090110,-1.398,0,194.333,134.406,0,236.352,0,0.827,0,95.19,0,0,0,4.14,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,47.5669,-9999,-9999,-9999,20.3876,0,14.4428,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.56306,1.25169,1.50355,1.59412,-0.524958,-0.836328,-0.588624,-0.520772,0.581601,0.575127,0.588536,0.59507,2.35616,2.35272,2.35616,2.36374,-9999,-9999
20090111,2.649,0,195.458,131.857,0,263.773,0,2.09,0,95.072,0,0,0,2.539,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,66.6487,-9999,-9999,-9999,32.6505,0,23.434,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.08888,1.79085,2.03304,2.11772,0.107216,-0.188752,0.0691605,0.126983,1.02764,1.01911,1.03638,1.04912,2.34222,2.33872,2.34222,2.34864,-9999,-9999
20090112,3.708,0,196.637,89.676,0,268.044,0,2.525,0,94.796,0,0,0,5.413,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,54.9918,-9999,-9999,-9999,20.0569,0,14.5504,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.22492,1.92854,2.16975,2.25333,0.470143,0.173762,0.411207,0.497272,1.13535,1.12623,1.14465,1.15909,2.04156,2.01724,2.04009,2.04156,-9999,-9999
20090113,0.286,0,197.869,133.556,0,244.089,0,1.772,0,95.056,0,0,0,3.493,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,49.0103,-9999,-9999,-9999,20.3876,0,14.8811,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.79342,1.49307,1.73645,1.82303,-0.294596,-0.594948,-0.355725,-0.294319,0.790514,0.783165,0.798192,0.807041,2.35752,2.35404,2.35752,2.36464,-9999,-9999
20090114,2.046,0,199.155,119.622,0,270.557,0,1.716,0,95.059,0,0,0,4.063,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,67.8584,-9999,-9999,-9999,32.6505,0,23.8593,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.0081,1.70548,1.9513,2.03748,0.0264377,-0.274092,-0.0125811,0.0466486,0.948677,0.940384,0.957254,0.968511,2.26351,2.2583,2.26285,2.2638,-9999,-9999
20090115,-6.892,0,200.492,124.16,0,242.873,0,0.092,0,96.193,0,0.178,0,2.375,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,55.4949,-9999,-9999,-9999,20.0569,0,14.6835,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,0.960832,0.688132,0.906639,0.989579,-0.793949,-1.06665,-0.851903,-0.767658,0.227155,0.223593,0.230887,0.232907,2.29495,2.29126,2.29439,2.29659,-9999,-9999
20090116,-0.839,0,201.88,136.365,0,254.446,0,1.492,0,95.48,0,0,0,3.269,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,49.4901,-9999,-9999,-9999,20.3876,0,15.0267,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.69448,1.41371,1.64073,1.7225,-0.393541,-0.674305,-0.453445,-0.393541,0.770172,0.763436,0.777145,0.786274,2.38069,2.37725,2.38069,2.389,-9999,-9999
20090117,5.13,0,203.32,139.071,0,265.369,0,2.92,0,94.804,0,0,0,4.12,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,68.9045,-9999,-9999,-9999,32.6505,0,24.2271,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.42559,2.14586,2.37372,2.4513,0.443926,0.166411,0.403966,0.451525,1.34824,1.33862,1.35782,1.37603,2.39735,2.39397,2.39735,2.40681,-9999,-9999
20090118,8.457,0,204.81,136.759,0,273.39,0,5.045,0,94.737,0,0,0,4.758,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,56.5839,-9999,-9999,-9999,20.0569,0,14.9717,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.91362,2.68608,2.87174,2.93216,1.15884,0.931299,1.1132,1.17887,1.90751,1.89726,1.91742,1.94665,2.39316,2.38972,2.39316,2.40173,-9999,-9999
20090119,8.87,0,206.349,138.552,0,276.289,0,4.675,0,94.513,0,0,0,5.139,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,50.2678,-9999,-9999,-9999,20.3876,0,15.2629,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.96323,2.73172,2.92088,2.98192,0.87521,0.6437,0.820666,0.868802,1.92558,1.9146,1.93596,1.96524,2.39865,2.39526,2.39865,2.40792,-9999,-9999
20090120,4.894,0,207.938,142.86,0,256.833,0,2.303,0,94.916,0,0,0,3.374,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,69.6741,-9999,-9999,-9999,32.6505,0,24.4977,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.38323,2.09325,2.32956,2.40982,0.401561,0.113635,0.365476,0.41391,1.27732,1.26762,1.28711,1.30403,2.42607,2.42274,2.42607,2.43698,-9999,-9999
20090121,6.17,0,209.574,148.421,0,252.313,0,3.865,0,94.311,0,0,0,2.921,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,57.0011,-9999,-9999,-9999,20.0569,0,15.0821,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.57429,2.30801,2.52506,2.59862,0.819509,0.553227,0.766514,0.842886,1.50975,1.49979,1.51952,1.54091,2.46311,2.45986,2.46311,2.47608,-9999,-9999
20090122,5.912,0,211.257,143.841,0,258.735,0,3.746,0,93.797,0,0,0,2.477,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,50.4572,-9999,-9999,-9999,20.3876,0,15.3204,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.54453,2.28101,2.49565,2.56871,0.45651,0.192998,0.394181,0.45651,1.49905,1.48932,1.50855,1.53,2.44468,2.44131,2.44468,2.45545,-9999,-9999
20090123,2.04,0,212.987,109.229,0,281.479,0,1.436,0,94.601,0,0,0,4.808,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,69.9361,-9999,-9999,-9999,32.6505,0,24.5898,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,1.99936,1.69159,1.94166,2.0292,0.0176937,-0.287942,-0.0222212,0.0382838,0.924962,0.916618,0.933635,0.944301,2.20633,2.19402,2.20543,2.20633,-9999,-9999
20090124,-5.253,0,214.763,144.48,0,242.861,0,0.425,0,95.429,0,0,0,2.913,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,57.2535,-9999,-9999,-9999,20.0569,0,15.1488,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,1.12492,0.834651,1.06798,1.15496,-0.629866,-0.920131,-0.690564,-0.602493,0.306498,0.302121,0.311326,0.314055,2.45669,2.45328,2.45669,2.46723,-9999,-9999
20090125,-4.774,0,216.584,144.451,0,244.421,0,0.595,0,94.651,0,0,0,3.241,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,50.8609,-9999,-9999,-9999,20.3876,0,15.4429,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.18137,0.889138,1.12424,1.21147,-0.906652,-1.19888,-0.967933,-0.902906,0.343468,0.338817,0.348568,0.351815,2.46312,2.45969,2.46312,2.47347,-9999,-9999
20090126,-6.099,0,218.448,60.55,0,277.467,0,0.025,0,94.736,0,0.987,0,3.519,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,92.8616,0,70.4944,-9999,-9999,-9999,32.6505,0,24.7861,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,1.04065,0.759624,0.985167,1.07001,-0.94101,-1.2166,-0.97871,-0.920999,0.266232,0.262272,0.270616,0.27287,1.64442,1.60719,1.64137,1.64442,-9999,-9999
20090127,-7.054,0,220.355,101.855,0,266.649,0,0.032,0,94.926,0,2.714,0,3.279,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,75.8029,0,58.5296,-9999,-9999,-9999,20.0569,0,15.4865,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,0.946364,0.675852,0.892538,0.974929,-0.808418,-1.07893,-0.866004,-0.782276,0.221417,0.217924,0.225051,0.227033,2.1841,2.16778,2.1826,2.1841,-9999,-9999
20090128,-4.31,0,222.303,162.313,0,239.108,0,0.783,0,94.522,0,0,0,2.475,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,67.1459,0,52.7179,-9999,-9999,-9999,20.3876,0,15.7758,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.26342,0.978995,1.20801,1.29256,-0.824602,-1.10902,-0.884163,-0.821271,0.422315,0.417288,0.427749,0.432251,2.56035,2.55721,2.56032,2.57858,-9999,-9999
20090129,-0.274,0,224.293,154.797,0,261.2,0,1.115,0,95.034,0,0,0,2.653,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,38.9568,0.416667,92.8616,0,73.1098,-9999,-9999,-9999,32.6505,0,25.2887,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,1.69536,1.37957,1.63544,1.72654,-0.286306,-0.599949,-0.32844,-0.264614,0.669281,0.662177,0.676843,0.684403,2.5237,2.52042,2.5237,2.53789,-9999,-9999
20090130,3.5,0,226.324,157.531,0,270.836,0,2.626,0,95.144,0,0,0,3.563,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,60.4374,-9999,-9999,-9999,20.0569,0,15.7351,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.21921,1.93809,2.16654,2.24637,0.464431,0.183311,0.408,0.489438,1.18659,1.17786,1.19535,1.21128,2.55119,2.54793,2.55119,2.56656,-9999,-9999
20090131,7.228,0,228.393,161.065,0,271.916,0,4.889,0,94.265,0,0,0,4.738,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,54.2066,-9999,-9999,-9999,20.3876,0,15.9652,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.73996,2.49878,2.69532,2.76196,0.651946,0.410759,0.59625,0.651946,1.72805,1.71798,1.73764,1.76375,2.57499,2.57177,2.57498,2.592,-9999,-9999
20090201,2.509,0,230.501,156.147,0,254.57,0,2.26,0,94.412,0,0,0,4.479,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,16.8389,0,92.8616,0,76.2133,-9999,-9999,-9999,32.6505,0,26.0064,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.05736,1.74983,1.99984,2.08707,0.0757,-0.229705,0.0359629,0.0961854,0.971104,0.962532,0.979984,0.991408,2.5489,2.54556,2.5489,2.56258,-9999,-9999
20090202,1.268,0,232.645,158.045,0,254.575,0,2.065,0,95,0,0,0,2.19,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,63.1356,-9999,-9999,-9999,20.0569,0,16.2196,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,1.91599,1.61751,1.85961,1.94522,0.161207,-0.137267,0.10107,0.188776,0.893795,0.886007,0.901848,0.912481,2.57664,2.5733,2.57664,2.59121,-9999,-9999
20090203,1.212,0,234.826,159.463,0,261.74,0,1.679,0,95.219,0,0,0,2.13,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,55.8285,-9999,-9999,-9999,20.3876,0,16.4576,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.89386,1.58571,1.83578,1.92397,-0.194154,-0.502306,-0.25639,-0.193186,0.844892,0.837032,0.853102,0.862556,2.58645,2.58311,2.58645,2.60142,-9999,-9999
20090204,2.712,0,237.042,161.711,0,262.196,0,2.575,0,95.414,0,0,0,3.232,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.8389,0,92.8616,0,77.076,-9999,-9999,-9999,32.6505,0,26.3097,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.12164,1.83957,2.06859,2.14905,0.139976,-0.139406,0.104392,0.157711,1.10574,1.09736,1.11421,1.12886,2.60153,2.59822,2.60153,2.61746,-9999,-9999
20090205,9.297,0,239.291,168.075,0,271.483,0,5.749,0,94.615,0,0,0,4.501,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,62.8079,-9999,-9999,-9999,20.0569,0,16.1329,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,3.03848,2.82695,2.99954,3.05566,1.2837,1.07217,1.241,1.30244,2.06482,2.05452,2.0746,2.10682,2.63993,2.63671,2.63991,2.65898,-9999,-9999
20090206,13.222,0,241.573,162.108,0,289.522,0,8.325,0,93.929,0,0,0,5.125,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,55.9471,-9999,-9999,-9999,20.3876,0,16.4936,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,3.65539,3.55131,3.62971,3.65539,1.56738,1.45875,1.49268,1.54742,2.96276,2.96276,2.97434,3.02054,2.62441,2.62105,2.62441,2.64009,-9999,-9999
20090207,11.142,0,243.887,163.385,0,301.627,0,5.331,0,94.366,0,0,0,2.721,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,16.8389,0,92.8616,0,76.6553,-9999,-9999,-9999,32.6505,0,26.1618,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,3.31579,3.13892,3.28334,3.32925,1.33413,1.16368,1.27433,1.33097,2.40219,2.39269,2.41297,2.45041,2.61496,2.6116,2.61496,2.63032,-9999,-9999
20090208,12.193,0,246.232,58.09,0,359.711,0,1.668,0,94.398,0,2.164,0,5.008,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,61.9872,-9999,-9999,-9999,20.0569,0,16.143,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,3.47071,3.30948,3.44131,3.47597,1.71593,1.55469,1.68277,1.72491,2.57235,2.56742,2.58576,2.62382,1.70623,1.66222,1.70279,1.70623,-9999,-9999
20090209,12.671,0,248.606,175.499,0,306.44,0,5.214,0,93.088,0,7.787,0,7.641,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,54.8112,-9999,-9999,-9999,20.3876,0,16.4091,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,3.5466,3.39867,3.51956,3.5466,1.45858,1.30828,1.4026,1.43147,2.68209,2.68209,2.69522,2.73549,2.6886,2.68545,2.6886,2.7108,-9999,-9999
20090210,10.926,0,251.008,166.974,0,285.977,0,5.505,0,93.099,0,0,0,3.482,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,16.8389,0,92.8616,0,74.7406,-9999,-9999,-9999,32.6505,0,25.9056,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,3.28191,3.10003,3.24853,3.29576,1.30024,1.12449,1.24346,1.29699,2.35869,2.3481,2.36847,2.40612,2.64902,2.64567,2.64902,2.66581,-9999,-9999
20090211,7.332,0,253.438,176.286,0,281.154,0,2.699,0,93.848,0,2.584,0,4.195,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,60.1435,-9999,-9999,-9999,20.0569,0,15.9135,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,2.73168,2.47109,2.6839,2.75518,0.976894,0.716308,0.925354,0.999567,1.64336,1.63271,1.65376,1.67729,2.69445,2.69129,2.69445,2.71671,-9999,-9999
20090212,6.851,0,255.894,135.598,0,288.178,0,2.663,0,94.327,0,0,0,2.995,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,52.3907,-9999,-9999,-9999,20.3876,0,15.9074,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,2.66282,2.39635,2.61386,2.68694,0.574803,0.308328,0.512364,0.574803,1.57085,1.56038,1.58113,1.60326,2.47756,2.47357,2.47696,2.47935,-9999,-9999
20090213,5.788,0,258.374,166.387,0,268.158,0,2.602,0,94.103,0,0,0,5.464,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,16.8389,0,92.8616,0,71.8606,-9999,-9999,-9999,32.6505,0,25.2665,-9999,-9999,-9999,1.98167,0,-9999,1.96388,1.98167,1.98575,0,0,0,2.52195,2.24996,2.4717,2.5468,0.540289,0.271199,0.498252,0.542259,1.44384,1.43387,1.45371,1.47362,2.67996,2.67654,2.67996,2.69623,-9999,-9999
20090214,-0.731,0,260.879,182.278,0,240.014,0,1.037,0,94.666,0,0,0,2.469,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,17.3036,0,75.8029,0,58.9006,-9999,-9999,-9999,20.0569,0,15.5847,-9999,-9999,-9999,1.75478,0,-9999,1.75224,1.75854,1.75854,0,0,0,1.65249,1.34432,1.59378,1.68308,-0.102291,-0.410457,-0.164757,-0.0742251,0.659086,0.652253,0.666339,0.673602,2.75014,2.74802,2.75014,2.775,-9999,-9999
20090215,-0.729,0,263.405,184.416,0,239.463,0,0.947,0,95.082,0,0,0,2.262,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,4.35239,0,67.1459,0,52.3873,-9999,-9999,-9999,20.3876,0,15.9064,-9999,-9999,-9999,2.08802,0,-9999,2.08802,2.09217,2.1165,0,0,0,1.64878,1.33868,1.58972,1.67956,-0.439234,-0.749342,-0.502451,-0.436127,0.65084,0.644006,0.658104,0.665373,2.7654,2.7633,2.7654,2.79134,-9999,-9999
